id,voen,buyer_name,address,competition_count,event_statuses,sample_event_ids,last_publish_date,sample_document_number,source
etender-buyer-263,1604371211,"""NİZAMİ TİBB MƏRKƏZİ"" PUBLİK  HÜQUQİ ŞƏXSİ","Bakı şəhəri, Y. Səfərov 10",43,active | awarded | cancelled | other,354296 | 353502 | 341359 | 321286 | 337311,2026-06-23,2026/AT/03066/V1,etender.gov.az/main/competitions
etender-buyer-264,0200017821,NAXÇIVAN  MR TƏHSİL NAZİRLİYİ,Nizami küçəsi 51,43,active | awarded | cancelled | other,354261 | 302615 | 299932 | 297818 | 350230,2026-06-22,2026/AT/03058/V1,etender.gov.az/main/competitions
etender-buyer-265,1604536911,“AZƏRBAYCAN RESPUBLİKASININ İXRACIN VƏ İNVESTİSİYALARIN TƏŞVİQİ AGENTLİYİ – AZPROMO” PUBLİK HÜQUQİ ŞƏXSİ,"Bakı şəhəri, Səbail rayonu, Neftçilər prospekti, ev 44 ",43,active | awarded | cancelled | other,354259 | 353284 | 294552 | 349498 | 346360,2026-06-22,2026/AT/03057/V1,etender.gov.az/main/competitions
etender-buyer-266,1700428481,AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR KREDİT VƏ İNKİŞAF AGENTLİYİ,"AZ1025, Bakı şəhəri, Xətai rayonu, Süleyman Vəzirov küçəsi, 91.",43,active | awarded | cancelled,354202 | 350644 | 293384 | 337241 | 329764,2026-06-22,2026/AT/03029/V1,etender.gov.az/main/competitions
etender-buyer-267,2300314671,AZƏRBAYCAN DÖVLƏT AQRAR UNİVERSİTETİ PUBLİK HÜQUQİ ŞƏXS,Gəncə şəhəri Atatürk prospekti 450,43,active | awarded | cancelled | other,353751 | 351865 | 348771 | 340652 | 251140,2026-06-11,2026/AT/02883/V2,etender.gov.az/main/competitions
etender-buyer-268,7500117391,FÜZULİ SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ,Füzuli rayon Qarabağ kəndi,43,active | awarded | cancelled | other,353314 | 255973 | 315371 | 301940 | 302726,2026-06-05,2026/AT/02757/V1,etender.gov.az/main/competitions
etender-buyer-269,7700155521,"""XAÇMAZ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ","Xaçmaz şəhəri, N.Nərimanov küç.,303",43,active | awarded | cancelled | other,353217 | 348135 | 345140 | 342203 | 339421,2026-06-04,2026/AT/02724/V1,etender.gov.az/main/competitions
etender-buyer-270,0200022171,NAXÇIVAN MUXTAR RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİ,"Naxçıvan şəhər Heydər Əliyev prospekti,1",43,active | awarded | cancelled | other,353206 | 353136 | 348488 | 345122 | 346472,2026-06-03,2026/AT/02719/V1,etender.gov.az/main/competitions
etender-buyer-271,2200074151,YEVLAX ŞƏHƏR İCRA HAKİMİYYƏTİ,"Yevlax şəhəri, Azərbaycan küçəsi 3",43,active | awarded | cancelled | other,351484 | 351483 | 350079 | 298674 | 290717,2026-05-04,2026/AT/02154/V1,etender.gov.az/main/competitions
etender-buyer-272,1900958761,AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİNİN  AKADEMİYASI,Bakı şəhəri Suraxanı rayonu Elman Qasımmov küçəsi - 8,43,active | awarded | cancelled | other,351280 | 349134 | 334114 | 310078 | 302578,2026-04-30,2026/AT/02083/V1,etender.gov.az/main/competitions
etender-buyer-273,1400616151,BAKI ŞƏHƏR BAŞ POLİS İDARƏSİ,"Baki şəhəri, Y. Səfərov 45 ",43,active | awarded | cancelled | other,307118 | 297064 | 236798 | 235693 | 235451,2024-05-17,84824,etender.gov.az/main/competitions
etender-buyer-274,1404501721,"""TİBBİ ƏRAZİ BÖLMƏLƏRİNİ İDARƏETMƏ BİRLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəhəri, N.Nərimanov 206A, ""Capital Towers"" Biznes Mərkəzi",43,active | awarded | cancelled | other,301748 | 295308 | 342061 | 338196 | 329514,2024-02-29,78678,etender.gov.az/main/competitions
etender-buyer-275,1300454321,YASAMAL RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ APARATININ MƏNZİL-KOMMUNAL TƏSƏRRÜFATI BİRLİYİ,Ələsgər Ələkbərov küç 535-ci məhəllə,43,active | awarded | cancelled | other,294532 | 232324 | 348336 | 341638 | 325791,2023-08-31,70294,etender.gov.az/main/competitions
etender-buyer-276,3900245141,BEYLƏQAN SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ,S.İMRƏLİYEV KÜÇƏSİ 14,43,active | awarded | cancelled | other,269309 | 338686 | 334373 | 332346 | 301821,2022-04-20,40801,etender.gov.az/main/competitions
etender-buyer-277,1700164931,BAKI ŞƏHƏR MƏDƏNİYYƏT BAŞ İDARƏSİ,Mirzə Şəfi 4,43,active | awarded | cancelled | other,257079 | 235619 | 232931 | 232199 | 280809,2021-06-25,27841,etender.gov.az/main/competitions
etender-buyer-278,1000418451,AZƏRBAYCAN RESPUBLİKASI SƏHİYYƏ NAZİRLİYİNİN TİKİLMƏKDƏ OLAN MÜƏSSİSƏLƏRİNİN MÜDİRİYYƏTİ,"Bakı şəhəri, Nəsimi rayonu, M.Mirqasımov küçəsi 1A",43,awarded | cancelled | other,351195 | 347486 | 349578 | 348491 | 347435,1777484385,2026/AT/02056/V1,etender.gov.az/main/competitions
etender-buyer-279,0201612171,"""NAXÇIVAN YOL TƏCHİZAT""MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",Naxçıvan şəhəri Azərbaycan küçəsi №57,43,awarded | cancelled | other,323695 | 332693 | 331900 | 331995 | 326983,1734719760,103219,etender.gov.az/main/competitions
etender-buyer-280,3800057561,BALAKƏN SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ,"BALAKƏN RAYONU, BALAKƏN ŞƏHƏRİ, 28 MAY, ev.5",43,awarded | cancelled | other,331767 | 316125 | 316124 | 316123 | 316126,1748517691,112126,etender.gov.az/main/competitions
etender-buyer-281,3400081411,LAÇIN SUVARMA SİSTEMLƏRİ İDARƏSİ,Ağcabədi Taxta Körpü qəsəbəsi,43,awarded | cancelled | other,294126 | 287831 | 284411 | 284947 | 284946,1692707202,69843,etender.gov.az/main/competitions
etender-buyer-282,7700122901,XAÇMAZ RAYON İCRA HAKİMİYYƏTİ, Xaçmaz Rayonu,42,active | awarded | cancelled | other,354541 | 352213 | 351640 | 348208 | 342786,2026-06-27,2026/AT/03150/V1,etender.gov.az/main/competitions
etender-buyer-283,0200144771,NAXÇIVAN MR DAXİLİ İŞLƏR NAZİRLİYİ,"Naxçıvan şəhəri, Nizami küçəsi 32",42,active | awarded | cancelled | other,354240 | 351114 | 350007 | 350963 | 349331,2026-06-22,2026/AT/03049/V1,etender.gov.az/main/competitions
etender-buyer-284,1502424361,"""MİLLİ İDMAN TİBB VƏ REABİLİTASİYA ELMİ-PRAKTİKİ İNSTİTUTU"" PUBLİK HÜQUQİ ŞƏXSİ","Olimpia küç., 4A",42,active | awarded | cancelled | other,354027 | 353945 | 352249 | 285235 | 344686,2026-06-18,2026/AT/02821/V2,etender.gov.az/main/competitions
etender-buyer-285,4400142611,QƏBƏLƏ SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ,Qəbələ şəhər Əziz Əliyev-12,42,active | awarded | cancelled | other,351107 | 276651 | 337744 | 296778 | 293753,2026-04-28,2026/AT/02026/V1,etender.gov.az/main/competitions
etender-buyer-286,1302005391,"""İNFORMASİYA TEXNOLOGİYALARI VƏ MƏLUMAT İDARƏETMƏ MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",Heydər Əliyev prospekti 139A.,42,active | awarded | cancelled | other,325402 | 284431 | 349748 | 336835 | 331814,2025-02-11,105211,etender.gov.az/main/competitions
etender-buyer-287,1502045231,"""SEDAM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","Bakı şəhəri, Binəqədi rayonu, Biləcəri qəsəbəsi, Məmməd Səid Ordubadi küçəsi 285.",41,active | awarded | cancelled | other,354521 | 349437 | 348713 | 350555 | 350554,2026-06-25,2026/AT/03139/V1,etender.gov.az/main/competitions
etender-buyer-288,1402715001,AZƏRBAYCAN TİBB UNİVERSİTETİNİN TƏDRİS CƏRRAHİYYƏ KLİNİKASI,"A.A.Mirqasımov küçəsi, 1004-cü məhəllə",41,active | awarded | cancelled | other,353714 | 352110 | 351933 | 351229 | 350940,2026-06-11,2026/AT/02876/V1,etender.gov.az/main/competitions
etender-buyer-289,2700195471,MƏNZİL TƏSƏRRÜFAT VƏ ABADLAŞDIRMA İDARƏSİ (DÖVLƏT MÜƏSSİSƏSİ),"Mingəçevir şəhəri ., M.Maqamayev 77",41,active | awarded | cancelled | other,352122 | 344649 | 343965 | 321215 | 266016,2026-05-13,2026/AT/02358/V1,etender.gov.az/main/competitions
etender-buyer-290,1300805451,"""ANALİTİK EKSPERTİZA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ ",Cəfər Cabbarlı 34,41,active | awarded | cancelled | other,294457 | 348218 | 347288 | 346827 | 342854,2023-08-30,70193,etender.gov.az/main/competitions
etender-buyer-291,3600070961,AĞSTAFA RAYONU İCRA HAKİMİYYƏTİ BAŞÇISININ AĞSTAFA ŞƏHƏR İNZİBATİ ƏRAZİ DAİRƏSİ ÜZRƏ NÜMAYƏNDƏLİYİ,Ağstafa şəhəri R.Alıcanov 64,41,active | awarded | cancelled | other,291480 | 287706 | 283364 | 271348 | 342289,2023-06-20,66969,etender.gov.az/main/competitions
etender-buyer-292,1300599171,AZƏRBAYCAN RESPUBLİKASININ EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİ YANINDA MEŞƏLƏRİN İNKİŞAFI XİDMƏTİ,"Bakı şəhəri, Binəqədi rayonu, Biləcəri qəsəbəsi, 17-ci Biləcəri küçəsi, giriş 74",40,active | awarded | cancelled | other,352761 | 351843 | 348084 | 341932 | 334946,2026-05-22,2026/AT/02565/V1,etender.gov.az/main/competitions
etender-buyer-293,3400101701,AĞCABƏDİ RAYON İCRA HAKİMİYYƏTİ,AZ 0400 Ağcabədi şəhəri H.Əliyev prospekti 124,40,active | awarded | cancelled | other,352225 | 351211 | 349557 | 352226 | 338943,2026-05-15,2026/AT/02398/V1,etender.gov.az/main/competitions
etender-buyer-294,2902478331,"""İQTİSADİ ZONALARIN İNKİŞAFI AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəhəri, Nəsimi rayonu, Bülbül prospekti 20",40,active | awarded | cancelled | other,351540 | 349930 | 345425 | 287921 | 270245,2026-05-04,2026/AT/02172/V1,etender.gov.az/main/competitions
etender-buyer-295,4400125901,"""QƏBƏLƏ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",Qəbələ şəhəri Abbas Səhhət kücəsi 12,40,active | awarded | cancelled | other,349646 | 349608 | 344076 | 334481 | 331004,2026-04-07,2026/AT/01492/V2,etender.gov.az/main/competitions
etender-buyer-296,1700097811,AZƏRBAYCAN RESPUBLİKASI KONSTİTUSİYA MƏHKƏMƏSİ,Gənclər meydanı 1,40,active | awarded | cancelled | other,348412 | 320999 | 301617 | 301607 | 347504,2026-03-12,2026/AT/01140/V1,etender.gov.az/main/competitions
etender-buyer-297,1702596741,"""SOSİAL TƏDQİQATLAR MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXS",Ü.Hacıbəyov 62,40,active | awarded | cancelled | other,273439 | 272970 | 270752 | 344316 | 334868,2022-07-29,45510,etender.gov.az/main/competitions
etender-buyer-298,7200073341,TƏRTƏR SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ,Tərtər şəhər H.Əliyev pr.1,40,active | awarded | cancelled | other,262992 | 333549 | 335001 | 304429 | 303445,2021-11-10,34448,etender.gov.az/main/competitions
etender-buyer-299,1500258001,AZƏRBAYCAN RESPUBLİKASI QAÇQINLARIN VƏ MƏCBURİ KÖÇKÜNLƏRİN İŞLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİ,"AZ 1122, Bakı şəhəri Tbilisi prospekti 129",39,active | awarded | cancelled | other,352204 | 352202 | 350349 | 304681 | 304155,2026-05-14,2026/AT/02388/V1,etender.gov.az/main/competitions
etender-buyer-300,1300986551,RESPUBLİKA DÖVLƏT ELMİ TİBB KİTABXANASI,"Yasamal r-n., Şərif-zadə 196",39,active | awarded | cancelled | other,340531 | 317719 | 352402 | 348726 | 351126,2025-10-07,120918,etender.gov.az/main/competitions
etender-buyer-301,8501095811,AZƏRBAYCAN MELİORASİYA VƏ SU TƏSƏRRÜFATI AÇIQ SƏHMDAR CƏMİYYƏTİ ŞƏMKİRÇAY SU ANBARI VƏ MAGİSTRAL KANALLARIN İSTİSMARI İDARƏSİ,Səmkir rayonu Seyfəli kəndi,39,active | awarded | cancelled | other,294977 | 289758 | 288929 | 271349 | 255330,2023-09-11,70765,etender.gov.az/main/competitions
etender-buyer-302,1300498771,AZƏRBAYCAN RESPUBLİKASININ ƏDLİYYƏ NAZİRLİYİ ƏDLİYYƏ SAHƏSİNDƏ XİDMƏTLƏR BAŞ İDARƏSİ,"AZ1007, Azadlıq prospekti 72",39,active | awarded | cancelled | other,291355 | 277207 | 297834 | 294707 | 289970,2023-06-19,66814,etender.gov.az/main/competitions
etender-buyer-303,8400081801,ŞAMAXI RAYON İCRA HAKİMİYYƏTİ ŞAMAXI ŞƏHƏR NÜMAYƏNDƏLİYİ,H.Əliyev kücəsi-27,39,active | awarded | cancelled | other,247491 | 246934 | 326052 | 321516 | 319066,2020-09-26,17017,etender.gov.az/main/competitions
etender-buyer-304,1505569581,TƏHSİL TƏLƏBƏ KREDİTİ FONDU,"Bаkı şəhəri, Nəsimi rayonu, Səməd Vurğun 34  (AFF Mall Biznes Mərkəzi)",38,active | awarded | cancelled | other,354087 | 351371 | 338804 | 334085 | 332923,2026-06-19,2026/AT/02996/V1,etender.gov.az/main/competitions
etender-buyer-305,4600025881,QUBADLI RAYON İCRA HAKİMİYYƏTİ,"AZ 5003, Sumqayıt şəhəri, İnşaatçılar qəsəbəsi",38,active | awarded | cancelled | other,352999 | 342257 | 342267 | 332780 | 332694,2026-06-01,2026/AT/02635/V1,etender.gov.az/main/competitions
etender-buyer-306,1300032591,AZƏRBAYCAN RESPUBLİKASININ  EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİ,"AZ1073, Bakı şəhəri Kazım Kazımzadə küçəsi 100A",38,active | awarded | cancelled | other,351327 | 347040 | 312148 | 298293 | 295415,2026-04-30,2026/AT/02096/V1,etender.gov.az/main/competitions
etender-buyer-307,8500207251,ŞƏMKİR RAYON İCRA HAKİMİYYƏTİ,M.Ə.Sabir küçəsi №15,38,active | awarded | cancelled | other,350015 | 253944 | 253541 | 346704 | 345469,2026-04-13,2026/AT/01684/V1,etender.gov.az/main/competitions
etender-buyer-308,1701723611,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT TƏHLÜKƏSİZLİYİ XİDMƏTİNİN HƏRBİ-TİBB BAŞ İDARƏSİ,Məktəbli küçəsi 1,38,active | awarded | cancelled | other,285081 | 309770 | 307928 | 304168 | 304037,2023-03-31,58163,etender.gov.az/main/competitions
etender-buyer-309,4001728281,AZƏRBAYCAN RESPUBLİKASININ MƏDƏNİYYƏT NAZİRLİYİNİN BƏRDƏ REGİONAL MƏDƏNİYYƏT İDARƏSİ,"Bərdə şəhəri, Heydər Əliyev prospekti 100",38,active | awarded | other,277872 | 277385 | 276809 | 275660 | 275653,2022-10-29,50382,etender.gov.az/main/competitions
etender-buyer-310,5700110031,MİL QARABAĞ VƏ AŞAĞI ŞİRVAN KOLLEKTORLARININ İSTİSMARI İDARƏSİ,Kürdəmir rayon Çərtəyəz kəndi,38,active | awarded | cancelled | other,272191 | 271650 | 269621 | 318407 | 293592,2022-06-24,44045,etender.gov.az/main/competitions
etender-buyer-311,7300139671,CEYRANÇÖL QIŞ OTLAQLARININ SU TƏMİNATI SİSTEMLƏRİ İSTİSMARI İDARƏSİ,Tovuz şəhəri S.Məmmədov küç-3,38,active | awarded | cancelled | other,247452 | 247450 | 247448 | 247445 | 245731,2020-09-25,16976,etender.gov.az/main/competitions
etender-buyer-312,2200077751,YUXARI QARABAĞ KANALI İSTİSMARI İDARƏSİ,Yevlax Rayon Aran Qəsəbəsi,38,awarded | cancelled | other,303676 | 294945 | 284958 | 284948 | 284287,1712169773,80895,etender.gov.az/main/competitions
etender-buyer-313,2200134801,YUXARI ŞİRVAN KANALI İSTİSMARI İDARƏSİ,Yevlax rayonu Xanabad kəndi,38,awarded | cancelled | other,294346 | 291215 | 287991 | 287560 | 284775,1693223059,70082,etender.gov.az/main/competitions
etender-buyer-314,2006034771,AQRAR SIĞORTA FONDU,"Bakı şəhəri, Nobel prospekti 175, Nobel Plaza",37,active | awarded | cancelled | other,300711 | 343985 | 344187 | 341235 | 334113,2024-02-12,77372,etender.gov.az/main/competitions
etender-buyer-315,6500023981,NEFTÇALA SUVARMA SİSTEMLƏRİ İDARƏSİ,"Neftçala şəhəri, VII məhəllə",37,awarded | cancelled | other,336422 | 290749 | 292646 | 292424 | 288175,1754930238,116793,etender.gov.az/main/competitions
etender-buyer-316,7700151001,AZƏRBAYCAN DÖVLƏT SU EHTİYATLARI AGENTLİYİ REGİONAL SU MELİORASİYA XİDMƏTİ PUBLİK HÜQUQİ ŞƏXSİ XAÇMAZ SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ,Xaçmaz şəhəri İ.Qayıbov 27,37,awarded | cancelled | other,331024 | 319895 | 302745 | 295365 | 295072,1747670578,111487,etender.gov.az/main/competitions
etender-buyer-317,1700774621,MƏNZİL-KOMMUNAL TƏMİR XİDMƏTİ,"Bakı, İçərişəhər, 9-cu M.Maqomayev döngəsi ev 6",37,awarded | cancelled | other,314280 | 314278 | 297989 | 297746 | 297625,1724278498,92756,etender.gov.az/main/competitions
etender-buyer-318,1703381771,AZƏRBAYCAN RESPUBLİKASININ XÜSUSİ RABİTƏ VƏ İNFORMASİYA TƏHLÜKƏSİZLİYİ DÖVLƏT XİDMƏTİ,"Bakı şəhəri, Niyazi küçəsi 23",36,active | awarded | cancelled | other,347263 | 341103 | 298241 | 297093 | 347656,2026-02-23,2026/AT/00736/V1,etender.gov.az/main/competitions
etender-buyer-319,1502473591,MÜDAFİƏ NAZİRLİYİNİN MƏNZİL-İSTİSMAR İDARƏSİ,"Bakı şəhəri, Yasamal rayonu, S.Dadaşov küç, ""Bakı-52"" hərbi şəhərciyi",36,active | awarded | cancelled | other,298103 | 293359 | 288273 | 278532 | 278100,2023-11-13,74201,etender.gov.az/main/competitions
etender-buyer-320,2000254961,XƏTAİ RAYON İCRA HAKİMİYYƏTİ BAŞÇISI MƏNZİL KOMMUNAL TƏSƏRRÜFATI BİRLİYİ,R.Quliyev23,36,active | awarded | cancelled | other,293847 | 343777 | 326356 | 321833 | 310686,2023-08-15,69565,etender.gov.az/main/competitions
etender-buyer-321,2900367701,"""SUMQAYIT DÖVLƏT UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXSİ","AZ 5008, Sumqayıt şəhəri, Bakı küç. 1 (43-cü məhəllə)",36,awarded | cancelled | other,350493 | 344934 | 331317 | 313339 | 315345,1776681894,2026/AT/01319/V2,etender.gov.az/main/competitions
etender-buyer-322,1700495231,AZƏRBAYCAN DÖVLƏT PEDAQOJİ UNİVERSİTETİ,Üzeyir Hacıbəyli 68,35,active | awarded | cancelled | other,354013 | 342030 | 325610 | 323409 | 317715,2026-06-18,2026/AT/02968/V1,etender.gov.az/main/competitions
etender-buyer-323,1200456151,AZƏRBAYCAN RESPUBLİKASI SƏHİYYƏ NAZİRLİYİNİN TİBBİ REABİLİTASİYA XƏSTƏXANASI,"Bakı şəhəri, Mərdəkan qəs. Baba Əliyev 11",35,active | awarded | cancelled | other,352580 | 343525 | 300057 | 289894 | 285260,2026-05-21,2026/AT/02503/V1,etender.gov.az/main/competitions
etender-buyer-324,7600050571,GÖYGÖL RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ GÖYGÖL ŞƏHƏRİ ÜZRƏ NÜMAYƏNDƏLİYİ,"Göygöl  şəhəri,  Səbuhi  Hacıyev,  42",35,active | awarded | cancelled | other,296866 | 318883 | 313529 | 313359 | 306835,2023-10-18,72800,etender.gov.az/main/competitions
etender-buyer-325,5300012761,ZƏRDAB RAYON İHB-NIN ZƏRDAB ŞƏHƏR İNZİBATİ ƏRAZİ DAİRƏSİ ÜZRƏ NÜMAYƏNDƏLİYİ,Zərdab ş.R.Kərimov küç. 46,35,active | awarded | cancelled | other,295229 | 289747 | 342421 | 338343 | 332466,2023-09-15,71046,etender.gov.az/main/competitions
etender-buyer-326,1700188251,SƏBAİL RAYON MƏNZİL KOMMUNAL TƏSƏRRÜFAT BİRLİYİ,"Bakı şəhəri, Xaqani küçəsi 123-129",35,active | awarded | cancelled,294359 | 322249 | 312018 | 312017 | 312019,2023-08-28,70095,etender.gov.az/main/competitions
etender-buyer-327,1400032621,Azərbaycan Respublikasının Dövlət Şəhərsalma və Arxitektura Komitəsi,"AZ.1014 Bakı şəhəri, Füzuli küçəsi 65",35,awarded | cancelled | other,342349 | 342330 | 317632 | 296649 | 296626,1761729893,2025/AT/00215/V1,etender.gov.az/main/competitions
etender-buyer-328,1000304361,BAKI ŞƏHƏRİ MƏNZİL KOMMUNAL TƏSƏRRÜFATI DEPARTAMENTİ BİNƏQƏDİ RAYON MKTB,"Bakı şəhəri,Binəqədi rayonu, M.Ə. Rəsulzadə qəsəbəsi",34,active | awarded | cancelled | other,354287 | 331640 | 269312 | 310318 | 310319,2026-06-23,2026/AT/03064/V1,etender.gov.az/main/competitions
etender-buyer-329,1700691571,AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİNİN  XƏZƏR HÖVZƏ QƏZA XİLASETMƏ XİDMƏTİ,Səbail Buxtası 3,34,active | awarded | cancelled | other,354034 | 353697 | 353235 | 353234 | 352423,2026-06-18,2026/AT/02974/V1,etender.gov.az/main/competitions
etender-buyer-330,1300259721,S.Ə.DADAŞOV ADINA ELMİ-TƏDQİQAT VƏ LAYİHƏ-KONSTRUKTOR İNŞAAT MATERİALLARI İNSTİTUTU,,34,active | awarded | cancelled | other,352961 | 348763 | 351808 | 350086 | 342428,2026-05-26,2026/AT/02380/V2,etender.gov.az/main/competitions
etender-buyer-331,1500376341,NƏRİMANOV RAYON MƏNZİL KOMMUNAL TƏSƏRRÜFAT BİRLİYİ,Bakı şəhəri Nərimanov rayonu Dəmirçizadə küçəsi 22,34,active | awarded | cancelled | other,351876 | 292434 | 287964 | 265035 | 339118,2026-05-08,2026/AT/02292/V1,etender.gov.az/main/competitions
etender-buyer-332,1200020931,RESPUBLİKA UŞAQ SANATORİYASI,Xəzər rayonu  Buzovna qəsəbəsi R.İmanov 37.,34,active | awarded | cancelled | other,349569 | 333809 | 296350 | 283565 | 283341,2026-04-07,2026/AT/01528/V1,etender.gov.az/main/competitions
etender-buyer-333,1400332551,NƏSİMİ RAYON MƏNZİL KOMMUNAL TƏSSƏRÜFATI BİRLİYİ,"Bakı şəhəri, S.Vurğun 112",34,active | awarded | cancelled | other,326544 | 308141 | 294313 | 335129 | 315497,2025-02-28,106501,etender.gov.az/main/competitions
etender-buyer-334,0200022991,NAXÇIVAN MUXTAR RESPUBLİKASI MELİORASİYA VƏ SU TƏSƏRRÜFATI AÇIQ SƏHMDAR CƏMİYYƏTİ,Naxçıvan şəhər Xətai məhəlləsi,34,active | awarded | cancelled | other,313890 | 318421 | 314406 | 314852 | 314200,2024-08-16,91050,etender.gov.az/main/competitions
etender-buyer-335,4200130511,QAZAX SUVARMA SİSTEMLƏRİ İDARƏSİ,Qazax şəhəri N.Nərimanov küç 72,34,active | awarded | cancelled | other,288849 | 288136 | 285239 | 272638 | 293181,2023-05-02,64122,etender.gov.az/main/competitions
etender-buyer-336,3900204961,AZƏRBAYCAN RESPUBLİKASI BEYLƏQAN RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ BEYLƏQAN ŞƏHƏR İNZİBATİ ƏRAZİ  DAİRƏSİ ÜZRƏ NÜMAYƏNDƏSİ,M.Ə.Rəsulzadə 101,34,active | awarded | cancelled | other,276618 | 262640 | 255241 | 342116 | 341358,2022-10-06,49007,etender.gov.az/main/competitions
etender-buyer-337,1700162531,AZƏRBAYCAN RESPUBLİKASI ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ YANINDA DÖVLƏT ƏMƏK MÜFƏTTİŞLİYİ XİDMƏTİ,"Bakı şəhəri, Binəqədi rayonu, Svetlana Məmmədova 107",34,awarded | cancelled | other,351309 | 346391 | 337703 | 331192 | 330439,1777567449,2026/AT/02090/V1,etender.gov.az/main/competitions
etender-buyer-338,2900078351,SUMQAYIT KÜÇƏ İŞIQLARI TƏSƏRRÜFAT HESABLI XİDMƏT SAHƏSİ,"Sumqayıt şəhər, 20-ci məhəllə, K.Hüseynov küçəsi 47",34,awarded | cancelled | other,346128 | 335383 | 328308 | 319862 | 313436,1770031207,2026/AT/00023/V2,etender.gov.az/main/competitions
etender-buyer-339,3800044281,BALAKƏN RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ ŞƏHƏR ÜZRƏ NÜMAYƏNDƏLİYİ.,"Balakən rayonu,Məhəmməd Əsədov küçəsi,3",34,awarded | cancelled | other,339146 | 328418 | 324627 | 325482 | 311999,1758273877,119531,etender.gov.az/main/competitions
etender-buyer-340,4100036711,CƏNUBİ MUĞAN KANALI İSTİSMARI İDARƏSİ,Biləsuvar şəhəri H. Əliyev küç. 86,34,awarded | cancelled | other,292763 | 291085 | 288580 | 287623 | 285214,1689871165,68380,etender.gov.az/main/competitions
etender-buyer-341,4800029061,QOBUSTAN RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ QOBUSTAN ŞƏHƏRİ ÜZRƏ İCRA NÜMAYƏNDƏLİYİ,QOBUSTAN ŞƏHƏRİH.ƏLİYEV PR 120,34,awarded | cancelled | other,291352 | 283873 | 281073 | 278546 | 270329,1687177930,66834,etender.gov.az/main/competitions
etender-buyer-342,9900000831,"""AZƏRBAYCAN HAVA YOLLARI"" QAPALI SƏHMDAR CƏMİYYƏTİ"," Bakı şəh.,Binə qəsəbəsi,Heydər Əliyev Beynəlxalq Aeroportu",34,awarded | cancelled | other,276916 | 274678 | 273278 | 273215 | 265163,1665584847,49332,etender.gov.az/main/competitions
etender-buyer-343,6600066161,"""OĞUZ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",Oğuz şəhəri Dədə Qorqud küçəsi,33,active | awarded | cancelled | other,353315 | 292940 | 276535 | 350633 | 337827,2026-06-05,2026/AT/02468/V4,etender.gov.az/main/competitions
etender-buyer-344,1006433071,ƏMƏK BAZARI VƏ SOSİAL MÜDAFİƏ MƏSƏLƏLƏRİ ÜZRƏ MİLLİ OBSERVATORİYA PUBLİK HÜQUQİ ŞƏXSİ,"Hüquqi ünvan: Bakı şəhəri, Yasamal r, Cəfər Cabbarlı ev 43, AZ1065",33,active | awarded | cancelled | other,352978 | 344086 | 343317 | 339107 | 334477,2026-05-26,2026/AT/02628/V1,etender.gov.az/main/competitions
