id,voen,buyer_name,address,competition_count,event_statuses,sample_event_ids,last_publish_date,sample_document_number,source
etender-buyer-1,1700360581,Azərbaycan Respublikasının Dövlət Sərhəd Xidməti,"AZ 1000, Bakı şəhər, Z.Əliyeva küçəsi, 76",1036,active | awarded | cancelled | other,354566 | 354458 | 354457 | 354456 | 354454,2026-06-29,2026/AT/03163/V1,etender.gov.az/main/competitions
etender-buyer-2,1402871431,"""BAKI METROPOLİTENİ"" QAPALI SƏHMDAR CƏMİYYƏTİ","Bakı şəhəri,Nəsimi r-nu M.Rəfili 16",822,active | awarded | cancelled | other,354542 | 354483 | 354081 | 353719 | 351738,2026-06-29,2026/AT/03151/V1,etender.gov.az/main/competitions
etender-buyer-3,1300162621,AZƏRBAYCAN RESPUBLİKASI MÜDAFİƏ NAZİRLİYİ,Parlament prospekti 3,661,active | awarded | cancelled | other,354580 | 354448 | 354402 | 354357 | 354356,2026-06-29,2026/AT/02692/V2,etender.gov.az/main/competitions
etender-buyer-4,9900001751,"""İRİ ŞƏHƏRLƏRİN BİRLƏŞMİŞ SU TƏCHİZATI XİDMƏTİ"" PUBLİK HÜQUQİ ŞƏXSİ"," Moskva prospekti 67, AZ 1012 Bakı, ",638,active | awarded | cancelled | other,354592 | 354314 | 353976 | 353760 | 353758,2026-06-29,2026/AT/03173/V1,etender.gov.az/main/competitions
etender-buyer-5,1500016711,AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİNİN TƏSƏRRÜFAT HESABLI ƏSASLI TİKİNTİ VƏ TƏCHİZAT İDARƏSİ,"Bakı şəhəri, Y.Bakuvi küçəsi 18 ",557,active | awarded | cancelled | other,354579 | 354310 | 354192 | 353763 | 353228,2026-06-29,2026/AT/03169/V1,etender.gov.az/main/competitions
etender-buyer-6,1700121811,"""AZƏRBAYCAN MELİORASİYA VƏ SU TƏSƏRRÜFATI"" AÇIQ SƏHMDAR CƏMİYYƏTİ","Bakı ş. AZ1000, Hökümət Evi, mər. 5",431,active | awarded | cancelled | other,354488 | 354487 | 354486 | 354480 | 354477,2026-06-25,2026/AT/03130/V1,etender.gov.az/main/competitions
etender-buyer-7,9900071001,AZƏRBAYCAN RESPUBLİKASININ MƏRKƏZİ BANKI,"AZ1014, Bakı şəhəri, Rəşid Behbudov küçəsi, 90",411,active | awarded | cancelled | other,354581 | 354468 | 354431 | 354399 | 354398,2026-06-29,2026/AT/03170/V1,etender.gov.az/main/competitions
etender-buyer-8,1701393691,AZƏRBAYCAN RESPUBLİKASININ PREZİDENTİ YANINDA VƏTƏNDAŞLARA XİDMƏT VƏ SOSİAL İNNOVASİYALAR ÜZRƏ DÖVLƏT AGENTLİYİ,,389,active | awarded | cancelled | other,354233 | 353440 | 353027 | 352235 | 352011,2026-06-22,2026/AT/03044/V1,etender.gov.az/main/competitions
etender-buyer-9,1305481501,"""AZƏRALÜMİNİUM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","Bakı şəhəri , Yasamal r-nu, İzmir küç. 14, ASK VILLA  , AZ1065 .",387,active | awarded | cancelled | other,305027 | 302148 | 296896 | 296863 | 296857,2024-04-23,82430,etender.gov.az/main/competitions
etender-buyer-10,1404365471,AZƏRBAYCAN RESPUBLİKASININ DÖVLƏT TURİZM AGENTLİYİ,"Nəsimi rayonu, Ü. Hacıbəyli 134.",378,active | awarded | cancelled | other,354511 | 354064 | 352790 | 352626 | 352211,2026-06-25,2026/AT/03137/V1,etender.gov.az/main/competitions
etender-buyer-11,1400108191,AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ,"Bakı şəhəri, Səməd Vurğun 135",367,active | awarded | cancelled | other,354556 | 353787 | 353642 | 353249 | 353162,2026-06-29,2026/AT/03159/V1,etender.gov.az/main/competitions
etender-buyer-12,1305817761,"""DAYANIQLI VƏ OPERATİV SOSİAL TƏMİNAT AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı ş., İ.Qutqaşınlı 86.",366,active | awarded | cancelled | other,352983 | 352981 | 352373 | 352372 | 351425,2026-05-26,2026/AT/02630/V1,etender.gov.az/main/competitions
etender-buyer-13,1400163961,"""AZƏRBAYCAN RESPUBLİKASININ MİNATƏMİZLƏMƏ AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ","AZ1108, Bakı şəhəri, İbrahimpaşa Dadaşov küçəsi, 260",340,active | awarded | cancelled | other,354617 | 354616 | 354525 | 354352 | 354174,2026-06-29,2026/AT/02867/V2,etender.gov.az/main/competitions
etender-buyer-14,9900041961,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT NEFT FONDU,"AZ1029, Bakı şəhəri, Nizami rayonu, Heydər Əliyev prospekti 165",315,active | awarded | cancelled | other,354593 | 354255 | 353836 | 353835 | 353775,2026-06-29,2026/AT/03174/V1,etender.gov.az/main/competitions
etender-buyer-15,1405196831,"""SOSİAL XİDMƏTLƏR AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəhəri, Ziya Bünyadov prospekti 1965, ""Çinar Park"" Biznes Mərkəzi bina 1, mərtəbə 2",313,active | awarded | cancelled | other,354614 | 354522 | 353029 | 353020 | 352977,2026-06-29,2026/AT/03181/V1,etender.gov.az/main/competitions
etender-buyer-16,1305532271,"""AZƏRPAMBIQ AQRAR SƏNAYE KOMPLEKSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","AZ1065 Bakı şəhəri, Yasamal r-nu, İzmir küçəsi 14, ASK VILLA, 2-ci mərtəbə",307,active | awarded | cancelled | other,306221 | 306111 | 306069 | 304962 | 304798,2024-05-07,83623,etender.gov.az/main/competitions
etender-buyer-17,1307417001,"""AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİNİN TİKİNTİ-TƏCHİZAT BİRLİYİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","AZ1095, Bakı şəhəri, Səbail rayonu, Üzeyir Hacıbəyov, ev.82",306,active | awarded | cancelled | other,354472 | 353897 | 353514 | 353451 | 353225,2026-06-25,2026/AT/02676/V3,etender.gov.az/main/competitions
etender-buyer-18,1300242201,AZƏRBAYCAN RESPUBLİKASI SƏHİYYƏ NAZİRLİYİNİN İNNOVASİYA VƏ TƏCHİZAT MƏRKƏZİ,Xocasən qəsəbəsi Hacıhəsən şos. 3 ,306,active | awarded | cancelled | other,353974 | 353972 | 351948 | 350783 | 350572,2026-06-17,2026/AT/02954/V1,etender.gov.az/main/competitions
etender-buyer-19,1300050781,AZƏRBAYCAN RESPUBLİKASININ ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ YANINDA DÖVLƏT SOSİAL MÜDAFİƏ FONDU,Həsən bəy Zərdabi 80,306,active | awarded | cancelled | other,353273 | 353028 | 352969 | 352928 | 352207,2026-06-04,2026/AT/02061/V2,etender.gov.az/main/competitions
etender-buyer-20,1500426471,AZƏRBAYCAN RESPUBLİKASI DİN DAXİLİ QOŞUNLAR BAŞ İDARƏSİ,"Rövşən Hüseynov küçəsi, 4",305,active | awarded | cancelled | other,354459 | 353790 | 353664 | 353476 | 353475,2026-06-25,2026/AT/03116/V1,etender.gov.az/main/competitions
etender-buyer-21,1701911851,"""İCBARİ TİBBİ SIĞORTA ÜZRƏ DÖVLƏT AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXS","Nəsimi rayonu, Lev Tolstoy küç 170",300,active | awarded | cancelled | other,296967 | 296023 | 294703 | 283543 | 275059,2023-10-20,72830,etender.gov.az/main/competitions
etender-buyer-22,1003853391,ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ YANINDA DÖVLƏT TİBBİ-SOSİAL EKSPERTİZA VƏ REABİLİTASİYA XİDMƏTİ,"Bakı şəhəri, Binəqədi rayonu 6-ci mkr., Mirmahmud Kazımovski küçəsi 134",297,active | awarded | cancelled | other,351336 | 350404 | 349925 | 345205 | 293065,2026-04-30,2026/AT/02099/V1,etender.gov.az/main/competitions
etender-buyer-23,1403467421,"""AZERGOLD"" QAPALI SƏHMDAR CƏMİYYƏTİ","Azərbaycan, Bakı - AZ1004,  Mikayıl Müşfiq küç., 2H",292,active | awarded | cancelled | other,276952 | 274801 | 277464 | 275735 | 276931,2022-10-12,49339,etender.gov.az/main/competitions
etender-buyer-24,1703544251,"""ƏSASLI TİKİNTİ VƏ TƏCHİZAT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ"," AZ1000, Azərbaycan Respublikası, Bakı şəhəri, Üzeyir Hacıbəyli küçəsi, ev 84",279,active | awarded | cancelled | other,354485 | 354469 | 354315 | 354252 | 354148,2026-06-25,2026/AT/02110/V3,etender.gov.az/main/competitions
etender-buyer-25,1300144711,ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ YANINDA DÖVLƏT MƏŞĞULLUQ XİDMƏTİ,"AZ 1009, Bakı şəhəri, Salatın Əsgərova küçəsi, 85",259,active | awarded | cancelled | other,354078 | 349027 | 347729 | 347726 | 320359,2026-06-18,2026/AT/02991/V1,etender.gov.az/main/competitions
etender-buyer-26,1400305341,MƏCBURİ KÖÇKÜNLƏRİN SOSİAL İNKİŞAF FONDU,"Azərbaycan Respublikası, Bakı şəhəri, Tbilisi prospekti, 57D",259,active | awarded | cancelled | other,347560 | 250548 | 250308 | 249989 | 248359,2026-02-26,2026/AT/00270/V3,etender.gov.az/main/competitions
etender-buyer-27,1401347471,AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİNİN MADDİ TEXNİKİ-TƏCHİZAT  İDARƏSİ,"Bakı şəhəri, Xocahəsən-Lökbatan yolu, 7-ci km qərbi",246,active | awarded | cancelled | other,353575 | 353550 | 348107 | 302486 | 351695,2026-06-10,2026/AT/02851/V1,etender.gov.az/main/competitions
etender-buyer-28,9900069391,"""AZƏRİŞIQ"" AÇIQ SƏHMDAR CƏMİYYƏTİ","Bakı şəhəri, Bakıxanov küçəsi - 13, AZ1065",244,active | awarded | cancelled | other,354150 | 354096 | 353963 | 353807 | 353756,2026-06-19,2026/AT/03003/V2,etender.gov.az/main/competitions
etender-buyer-29,1700531291,"""AZƏRİSTİLİKTƏCHİZAT"" AÇIQ SƏHMDAR CƏMİYYƏTİ","AZ1123, Bakı şəhəri, Xətai rayonu Xudu Məmmədov küçəsi 3, ",233,active | awarded | cancelled | other,354601 | 353654 | 353518 | 353517 | 353515,2026-06-29,2026/AT/03176/V1,etender.gov.az/main/competitions
etender-buyer-30,1504595531,AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR XİDMƏTLƏR AGENTLİYİ,"Bakı şəhəri, Nərimanov rayonu, Nəcəf Nərimanov küçəsi 7A",232,active | awarded | cancelled | other,354318 | 353749 | 353287 | 353126 | 353088,2026-06-23,2026/AT/02675/V2,etender.gov.az/main/competitions
etender-buyer-31,1300430721,AZƏRBAYCAN MEMARLIQ VƏ İNŞAAT UNİVERSİTETİ,"Bakı şəhəri ,Ayna Sultanova küç, 11",231,active | awarded | cancelled | other,354570 | 354467 | 354393 | 353617 | 353601,2026-06-29,2026/AT/03165/V1,etender.gov.az/main/competitions
etender-buyer-32,1300286111,Azərbaycan Respublikasının Ədliyyə Nazirliyi,"Bakı şəhəri, Az1073, Yasamal rayonu, İnşaatçılar prospekti 1",229,active | awarded | cancelled | other,354446 | 353846 | 353108 | 352997 | 352151,2026-06-25,2026/AT/02637/V3,etender.gov.az/main/competitions
etender-buyer-33,1700354471,AZƏRBAYCAN RESPUBLİKASI BAŞ PROKURORLUĞU,"AZ1001, Bakı şəhəri, N.Rəfibəyli küçəsi 7",222,active | awarded | cancelled | other,354546 | 354149 | 354018 | 353290 | 353244,2026-06-29,2026/AT/03153/V1,etender.gov.az/main/competitions
etender-buyer-34,1005379691,AZƏRBAYCAN QİDA TƏHLÜKƏSİZLİYİ İNSTİTUTU PUBLİK HÜQUQİ ŞƏXSİ,"Süleyman Sani Axundov küçəsi, 73C",210,active | awarded | cancelled | other,354389 | 353888 | 353870 | 353685 | 352651,2026-06-24,2026/AT/03092/V1,etender.gov.az/main/competitions
etender-buyer-35,3201635961,"AĞDAM, FÜZULİ VƏ XOCAVƏND RAYONLARINDA BƏRPA,TİKİNTİ VƏ İDARƏETMƏ XİDMƏTİ PUBLİK HÜQUQİ ŞƏXSİ",Ağdam şəhəri,207,active | awarded | cancelled | other,353311 | 345896 | 348814 | 344937 | 342101,2026-06-05,2026/AT/02756/V1,etender.gov.az/main/competitions
etender-buyer-36,1603326271,AZƏRBAYCAN RESPUBLİKASININ KİÇİK VƏ ORTA BİZNESİN İNKİŞAFI AGENTLİYİ PUBLİK HÜQUQİ ŞƏXS," Bakı şəhəri, Mustafa Kamal Atatürk prospekti 134",204,awarded | cancelled | other,350268 | 345974 | 347677 | 345041 | 344566,1776276418,2026/AT/01764/V1,etender.gov.az/main/competitions
etender-buyer-37,1500171121,AZƏRBAYCAN RESPUBLİKASI GƏNCLƏR VƏ İDMAN NAZİRLİYİ,"Bakı şəhəri, Olimpiya küçəsi 4",200,active | awarded | cancelled | other,354418 | 354242 | 354235 | 354056 | 353983,2026-06-24,2026/AT/02683/V2,etender.gov.az/main/competitions
etender-buyer-38,4700664781,"""ŞAHDAĞ TURİZM MƏRKƏZİ"" QAPALI SƏHMDAR CƏMİYYƏTİ",AZ3827  Qusar rayonu Qusar-Ləzə avtomobil yolunun 29-cu kilometri         ,200,active | awarded | cancelled | other,354178 | 353928 | 353925 | 353815 | 352832,2026-06-19,2026/AT/03024/V1,etender.gov.az/main/competitions
etender-buyer-39,1300300711,TİKİLMƏKDƏ OLAN MELIORASİYA VƏ İRRİQASİYA OBYEKTLƏRİNİN BİRLƏŞMİŞ MÜDİRİYYƏTİ,"AZ1102, BAKI ŞƏHƏRİ YASAMAL RAYONU, MOSKVA PROSPEKTİ, ev.69A",194,active | awarded | cancelled | other,354337 | 354237 | 352910 | 352621 | 352429,2026-06-23,2026/AT/03075/V1,etender.gov.az/main/competitions
etender-buyer-40,1400457111,AZƏRBAYCAN TİBB UNİVERSİTETİ,Bakı ş. Nəsimi r. Ə. Qasımzadə 14,194,active | awarded | cancelled | other,353823 | 353822 | 353421 | 351277 | 350039,2026-06-12,2026/AT/02905/V1,etender.gov.az/main/competitions
etender-buyer-41,1404055601,AZƏRBAYCAN RESPUBLİKASININ QİDA TƏHLÜKƏSİZLİYİ AGENTLİYİ,Heydər Əliyev prospekti 185B,191,active | awarded | cancelled | other,354608 | 352716 | 352714 | 351545 | 351544,2026-06-29,2026/AT/03178/V1,etender.gov.az/main/competitions
etender-buyer-42,1400125591,"""BAKI  BAŞ SƏHİYYƏ MƏRKƏZİ "" PUBLİK HÜQUQİ ŞƏXSİ",M.Mirqasımov1A,191,active | awarded | cancelled | other,354236 | 353428 | 352909 | 352543 | 297214,2026-06-22,2026/AT/03047/V1,etender.gov.az/main/competitions
etender-buyer-43,1300390531,AZƏRBAYCAN RESPUBLİKASI QAÇQINLARIN VƏ MƏCBURİ KÖÇKÜNLƏRİN İŞLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİ MƏNZİL İSTİSMAR DEPARTAMENTİ,Bakı şəhəri Yasamal rayonu Tbilisi prospekti 129,190,active | awarded | cancelled | other,353994 | 352684 | 352005 | 350678 | 346572,2026-06-17,2026/AT/02961/V1,etender.gov.az/main/competitions
etender-buyer-44,1700246911,ƏDLİYYƏ NAZİRLİYİNİN PENTENSİAR XİDMƏTİ,nesimi rayonu Nizami 114,190,active | awarded | cancelled | other,353012 | 297119 | 293713 | 291077 | 290937,2026-06-01,2026/AT/02643/V1,etender.gov.az/main/competitions
etender-buyer-45,9900048721,"Azərbaycan Respublikası Nəqliyyat, Rabitə və Yüksək Texnologiyalar Nazirliyinin “Azerbaijan International Telecom (AzInTelecom)” Məhdud Məsuliyyətli Cəmiyyəti","Əlibəy Hüseynzadə, 74. AZ 1009",190,active | awarded | cancelled | other,340347 | 327515 | 327475 | 251144 | 328995,2025-10-03,120734,etender.gov.az/main/competitions
etender-buyer-46,1301946551,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT GÖMRÜK KOMİTƏSİ TİBBİ XİDMƏT İDARƏSİNİN MƏRKƏZİ HOSPİTALI,Yasamal rayonu K.Kazimzadə 118,188,active | awarded | cancelled | other,354309 | 353985 | 353140 | 353139 | 353034,2026-06-23,2026/AT/03070/V1,etender.gov.az/main/competitions
etender-buyer-47,9900000421,"""AZƏRENERJİ"" AÇIQ TİPLİ SƏHMDAR CƏMİYYƏTİ","AZ 1005, Bakı, Akademik Ə.Əlizadə küçəsi, 10",184,active | awarded | cancelled | other,353995 | 353899 | 353467 | 353466 | 353222,2026-06-17,2026/AT/02962/V1,etender.gov.az/main/competitions
etender-buyer-48,1503898981,"""BAKI KONQRES MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","Bakı şəhəri, Nərimanov rayonu, Təbriz küçəsi 130",184,active | awarded | cancelled | other,353942 | 353116 | 347017 | 345562 | 344786,2026-06-17,2026/AT/02941/V1,etender.gov.az/main/competitions
etender-buyer-49,1700093011,AZƏRBAYCAN RESPUBLİKASI ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ,"AZ 1009, Bakı şəhəri, Salatın Əsgərova küçəsi, 85",181,active | awarded | cancelled | other,354214 | 350771 | 349017 | 248635 | 350777,2026-06-22,2026/AT/02632/V2,etender.gov.az/main/competitions
etender-buyer-50,1506095421,"""AZƏRBAYCAN YERÜSTÜ NƏQLİYYAT AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ",Bakı şəh. Nərimanov r/n. Hacı Məmmədov 5,177,active | awarded | cancelled | other,354527 | 354043 | 353764 | 353509 | 352381,2026-06-25,2026/AT/03142/V1,etender.gov.az/main/competitions
etender-buyer-51,1300204521,AZƏRBAYCAN RESPUBLİKASININ İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİ,"AZ1029, Bakı şəhəri, Nizami rayonu, Keşlə qəsəbəsi, Heydər Əliyev prospekti 155  ",177,active | awarded | cancelled | other,354006 | 351512 | 350957 | 272652 | 351247,2026-06-18,2026/AT/02965/V1,etender.gov.az/main/competitions
etender-buyer-52,1700069791,AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ,"AZ1025, Bakı şəhəri, Xətai rayonu, Süleyman Vəzirov küçəsi, 91",172,active | awarded | cancelled | other,354520 | 354501 | 354500 | 354498 | 354073,2026-06-25,2026/AT/03138/V1,etender.gov.az/main/competitions
etender-buyer-53,1700760271,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT MİQRASİYA XİDMƏTİ,"AZ-1114, Bakı şəhəri, Binəqədi rayonu, 3123-cü məhəllə, Binəqədi şossesi 202",172,awarded | cancelled | other,351031 | 350305 | 348855 | 348026 | 345113,1777311962,2026/AT/02006/V1,etender.gov.az/main/competitions
etender-buyer-54,1400727591,"""KLİNİKİ TİBBİ MƏRKƏZ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəhəri, Nəsimi rayonu, Mirqasımov küçəsi1",170,active | awarded | cancelled | other,346008 | 303646 | 299617 | 288299 | 346599,2026-01-29,2025/AT/01107/V3,etender.gov.az/main/competitions
etender-buyer-55,1604005991,"""YENİ KLİNİKA"" PUBLİK HÜQUQİ ŞƏXSİ",H.Əliyev pr 142,168,active | awarded | cancelled | other,354584 | 353831 | 348712 | 348469 | 344195,2026-06-29,2026/AT/03171/V1,etender.gov.az/main/competitions
etender-buyer-56,1701953921,"""MİDA"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","Bakı şəhəri, Nəsimi rayonu, Süleyman Rüstəm küçəsi 31.",167,active | awarded | cancelled | other,354038 | 353929 | 353779 | 353199 | 353069,2026-06-18,2026/AT/02975/V1,etender.gov.az/main/competitions
etender-buyer-57,1302369281,"""AZƏRBAYCAN RESPUBLİKASININ KOSMİK AGENTLİYİ  (AZƏRKOSMOS)"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəhəri, AZ1000, Üzeyir Hacıbəyli küçəsi 72 M5",167,active | awarded | cancelled | other,338598 | 328830 | 301739 | 292425 | 282483,2025-09-11,118976,etender.gov.az/main/competitions
etender-buyer-58,1101438441,"""AQRAR TƏDARÜK VƏ TƏCHİZAT"" ACIQ SƏHMDAR CƏMİYYƏTİ","Bakı şəh., Qaradağ rayonu AZ1063, Lökbatan qəs, Xocasən yolu 57",164,active | awarded | cancelled | other,354471 | 353913 | 353152 | 351584 | 268768,2026-06-25,2026/AT/03121/V1,etender.gov.az/main/competitions
etender-buyer-59,1400196861,"""AZƏRBAYCAN DÖVLƏT NEFT VƏ SƏNAYE UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı ş, Azadlıq pr.20",164,active | awarded | cancelled | other,352585 | 352584 | 351968 | 350075 | 348325,2026-05-21,2026/AT/02505/V1,etender.gov.az/main/competitions
etender-buyer-60,1702563281,"""BAKI ŞƏHƏR ƏSASLI TİKİNTİ VƏ TƏMİR"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",İstiqlaliyyət  18,160,active | awarded | cancelled | other,353750 | 353050 | 352530 | 352198 | 352069,2026-06-11,2026/AT/02884/V1,etender.gov.az/main/competitions
etender-buyer-61,2000435761,İCTİMAİ TELEVİZİYA VƏ RADİO YAYIMLARI ŞİRKƏTİ,"Bakı şəhəri, Yasamal rayonu, A.M. Şərifzadə küçəsi, 241",160,active | awarded | cancelled | other,348260 | 348258 | 277581 | 271936 | 271147,2026-03-10,2026/AT/01094/V1,etender.gov.az/main/competitions
etender-buyer-62,9900044741,"""BAKI TELEFON RABİTƏSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",Üzeyir Hacıbəyli 48,156,active | awarded | cancelled | other,251271 | 251129 | 327805 | 327135 | 326440,2021-01-21,21300,etender.gov.az/main/competitions
etender-buyer-63,1304673921,"""AZƏRBAYCAN RESPUBLİKASININ DÖVLƏT İMTAHAN MƏRKƏZİ"" PUBLİK  HÜQUQİ ŞƏXSİ","AZ1138, Bakı şəhəri, Nəsimi rayonu, Ak. Həsən Əliyev küçəsi 299",151,active | awarded | cancelled | other,354568 | 354138 | 350916 | 350199 | 347192,2026-06-29,2026/AT/03164/V1,etender.gov.az/main/competitions
etender-buyer-64,2002193681,"""MƏRKƏZİ NEFTÇİLƏR XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəh., Y.Səfərov küç., 21",148,active | awarded | cancelled | other,354285 | 353941 | 351028 | 350051 | 347249,2026-06-23,2026/AT/02997/V2,etender.gov.az/main/competitions
etender-buyer-65,9900062371,"""Azərbaycan Televiziya və Radio Verilişləri"" Qapalı Səhmdar Cəmiyyəti",Bakı şəhəri M. Hüseyn küçəsi 1,148,active | awarded | cancelled | other,353483 | 311308 | 350262 | 346061 | 345570,2026-06-09,2026/AT/02343/V2,etender.gov.az/main/competitions
etender-buyer-66,2900381351,"""SUMQAYIT TİBB MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",Heydər Əliyev pr-7,147,active | awarded | cancelled | other,354604 | 353060 | 353005 | 352738 | 349499,2026-06-29,2026/AT/03177/V1,etender.gov.az/main/competitions
etender-buyer-67,4900437551,""" DAŞKƏSƏN DƏMİR FİLİZ "" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","Bakı şəhəri, Neftçilər prospekti 24",147,active | awarded | cancelled | other,354266 | 295161 | 291819 | 291657 | 288990,2026-06-23,2026/AT/03060/V1,etender.gov.az/main/competitions
etender-buyer-68,1308560771,"""RESPUBLİKA TƏCİLİ VƏ TƏXİRƏSALINMAZ TİBBİ YARDIM MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",Bakı şəhər Şeyx Məhəmməd Xiyabani 14 D,147,active | awarded | cancelled | other,352964 | 352950 | 352949 | 352947 | 351654,2026-05-26,2026/AT/02622/V1,etender.gov.az/main/competitions
etender-buyer-69,1402500641,BAKI SAĞLAMLIQ MƏRKƏZİ PUBLİK HÜQUQİ ŞƏXS,Azadlıq prospekti 112,146,active | awarded | cancelled | other,354549 | 354548 | 354407 | 354197 | 351959,2026-06-29,2026/AT/03156/V1,etender.gov.az/main/competitions
etender-buyer-70,3100737211,AZƏRBAYCAN RESPUBLİKASI EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİNİN SAHƏLƏRARASI NƏQLİYYAT VƏ KOMPLEKS MEXANİKİ TƏMİNAT İDARƏSİ,Xırdalan şəhəri Heydər Əliyev pr. 1,145,active | awarded | cancelled | other,354084 | 354083 | 353932 | 353628 | 351996,2026-06-19,2026/AT/02995/V1,etender.gov.az/main/competitions
etender-buyer-71,9900038501,"""AZTELEKOM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","AZ1122 Moskva pr.,ev187",139,active | awarded | cancelled | other,353864 | 316971 | 315845 | 251959 | 251538,2026-06-16,2026/AT/02655/V2,etender.gov.az/main/competitions
etender-buyer-72,9900037711,"""AZƏRPOÇT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","Bakı şəhəri, Ü.Hacıbəyov,72",137,awarded | cancelled | other,339547 | 338720 | 337199 | 337197 | 335010,1758733195,119933,etender.gov.az/main/competitions
etender-buyer-73,1700382471,"""AQROSERVİS"" AÇIQ SƏHMDAR CƏMİYYƏTİ","Bakı şəhəri, Nərimanov rayonu, Əhməd Rəcəbli küçəsi 1/25, “Çinar Park” Biznes mərkəzi, 1-ci bina, 4-cü mərtəbə",134,active | awarded | cancelled | other,353681 | 352480 | 349612 | 352467 | 346337,2026-06-11,2026/AT/02871/V1,etender.gov.az/main/competitions
etender-buyer-74,1403502281,AZƏRBAYCAN RESPUBLİKASININ İPOTEKA VƏ KREDİT ZƏMANƏT FONDU,"AZ1014, Bakı şəhəri, Bül-bül prospekti 40",132,active | awarded | cancelled | other,354270 | 351190 | 350725 | 288634 | 235661,2026-06-23,2026/AT/03061/V1,etender.gov.az/main/competitions
etender-buyer-75,1802077241,"AZƏRBAYCAN RESPUBLİKASI DÖVLƏT GÖMRÜK KOMİTƏSİNİN ""AZƏRTERMİNALKOMPLEKS"" BİRLİYİ",Zabrat Maştağa şosesi sol kənar 3,131,active | awarded | cancelled | other,354128 | 353448 | 353447 | 353359 | 352654,2026-06-19,2026/AT/03011/V1,etender.gov.az/main/competitions
etender-buyer-76,2600135481,"""LƏNKƏRAN DÖVLƏT UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXSİ","Lənkəran şəhəri, Həzi Aslanov 50",130,active | awarded | cancelled | other,354429 | 354404 | 354373 | 354094 | 354092,2026-06-25,2026/AT/03106/V1,etender.gov.az/main/competitions
etender-buyer-77,2300313061,"""GƏNCƏ DÖVLƏT UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXSİ",Gəncə şəhəri .Heydər Əliyev prospekti 429,128,active | awarded | cancelled | other,353854 | 353498 | 352965 | 349778 | 341043,2026-06-12,2026/AT/02917/V1,etender.gov.az/main/competitions
etender-buyer-78,2900054881,SUMQAYIT ŞƏHƏR İCRA HAKİMİYYƏTİ,"AZ 5000, Azərbaycan Respublikası, Sumqayıt ş.,  Azərbaycan prospekti, 9",128,active | awarded | cancelled | other,352506 | 351123 | 291976 | 350682 | 348584,2026-05-20,2026/AT/01992/V2,etender.gov.az/main/competitions
