id,voen,supplier_name,contract_count,total_amount_azn,last_contract_date,tender_types,buyer_examples,source
etender-sup-1,9900038501,Qəbələ Rayon İcra Hakimiyyəti Başçısının Məlikli kənd İƏN ilə Aztelekom MMC-nin Dağlıq Şirvan Regional Filialının Qəbələ Şöbəsi ,3149,6744805.68,2026-12-05,Birbaşa | Bir mənbə | Kotirovka | Açıq Tender | İki mərhələli tender | Məhdud tender | -,LƏNKƏRAN SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | GÖYGÖL RAYONU İCRA HAKİMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİNİN DAĞLIQ ŞİRVAN REGİONAL MƏDƏNİYYƏT  İDARƏSİ | Şamaxı Rayon İcra Hakimiyyəti | AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİ ABŞERON-XIZI REGİONAL TƏHSİL İDARƏSİ,etender.gov.az/api/contracts
etender-sup-2,9900048721,“Azərbaycan Respublikası Rəqəmsal İnkişaf və Nəqliyyat Nazirliyinin   strukturuna daxil olmayan tabeli qurumu “AzİnTelecom” Məhdud Məsuliyyətli Cəmiyyətinə,1448,23593621.48,2026-06-25,Birbaşa | Bir mənbə | Açıq Tender | Kotirovka | Təkliflər sorğusu,"MARİONET TEATRI | LƏNKƏRAN REGİONAL TURİZM İDARƏSİ | RESPUBLIKA LEPROZ (CÜZƏM) XƏSTƏXANASI | ""2019-2023-CÜ İLLƏR ÜÇÜN AZƏRBAYCAN RESPUBLİKASINDA ALİ TƏHSİL SİSTEMİNİN BEYNƏLXALQ RƏQABƏTLİLİYİNİN ARTIRILMASI ÜZRƏ DÖVLƏT PROQRAMI"" NIN İDARƏETMƏ QRUPU | AZƏRBAYCAN RESPUBLİKASININ İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİ",etender.gov.az/api/contracts
etender-sup-3,1300149611,Maliyyə və mühasibatlıq əməliyyatlarının avtomatlaşdırılması üzrə proqram təminatının (SERP) modullarına texniki dəstək xidmətlərinin satın alınması ,861,47492154.40,2026-05-21,"Bir mənbə | Birbaşa | Açıq Tender | Kotirovka | Təkliflər sorğusu | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | -","BAKI  APELLYASİYA   MƏHKƏMƏSİ | M.F.AXUNDOV ADINA MİLLİ KİTABXANA | ""BİLƏSUVAR RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""GÖYÇAY RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""GORANBOY RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4,1700166231,“Elmi-Tədqiqat və Statistik İnnovasiyalar Mərkəzi” Məhdud Məsuliyyətli Cəmiyyəti,741,28728862.83,2026-06-23,Bir mənbə | Birbaşa | Açıq Tender | Kotirovka,"""BAKI KONQRES MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""AZƏRBAYCAN İDMAN AKADEMİYASI"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİNİN TƏDRİS MƏRKƏZİ | AZƏRBAYCAN RESPUBLİKASI DİN DAXİLİ QOŞUNLAR BAŞ İDARƏSİ | İMİŞLİ RAYONU İCRA HAKİMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-5,1605401091,"""OFİS-A.M."" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",641,10284903.76,2026-06-25,Kotirovka | Bir mənbə | Birbaşa | Açıq Tender,"AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ MEMARLIQ VƏ İNCƏSƏNƏT İNSTİTUTU | ""AZELAB"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASININ  EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİ | ŞƏKİ SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİNİN  XƏZƏR KOMPLEKS EKOLOJİ MONİTORİNQ İDARƏSİ",etender.gov.az/api/contracts
etender-sup-6,1700218631,""" Azəronline LTD "" Birgə Müəssisəsi",536,475335.76,2026-07-24,Bir mənbə | Birbaşa | Kotirovka | Açıq Tender,"AĞCABƏDİ RAYON İCRA HAKİMİYYƏTİ | DAŞKƏSƏN SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | ""SALYAN ŞƏHƏR YAŞILLAŞDIRMA"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | KƏLBƏCƏR RAYON İCRA HAKİMİYYƏTİ | YARDIMLI SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ",etender.gov.az/api/contracts
etender-sup-7,9900037711,AZTELECOM MMC-nin Dağlıq Şirvan  Regional İdarəsinin Qəbələ rayon Şöbəsi                                                                                                   Regional Filialının Qəbələ şöbəs,463,1743939.53,2026-06-23,Kotirovka | Açıq Tender | Birbaşa | Bir mənbə | Təkliflər sorğusu,ŞƏKİ XALQ TƏTBİQİ SƏNƏTİ MUZEYİ | AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ ŞƏMKİR DÖVLƏT AQRAR İNKİŞAF MƏRKƏZİ | BİLƏSUVAR RAYON DÖVLƏT YANĞINDAN MÜHAFİZƏ HİSSƏSİ | MƏNZİL TƏSƏRRÜFAT VƏ ABADLAŞDIRMA İDARƏSİ (DÖVLƏT MÜƏSSİSƏSİ) | AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİNİN HEYVANDARLIQ ELMİ-TƏDQİQAT İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-8,0000000000,MSC ULUSLAR ARASI BELGELENDİRME TEKNİK KONTROL VE ÖZEL EĞİTİM HİZMETLERİ DIŞ TİCARET LİMİTED ŞİRKETİ,461,82884525.17,2026-06-25,"Bir mənbə | Birbaşa | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | -","AZERBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİNİN TABELİYİNDƏ DÖVLƏT TOXUM FONDU | AZƏRBAYCAN TİBB UNİVERSİTETİ | AZƏRBAYCAN RESPUBLİKASININ RƏQƏMSAL İNKİŞAF VƏ NƏQLİYYAT NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASININ TƏHSİL İNSTİTUTU | ""DÖVLƏT MÜLKİ AVİASİYA AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-9,9900069391,"Azərişıq Asc adından ""Asan Xidmət""lə İş və Elektron İdarəetmə Departamenti",419,9801670.35,2026-06-01,Birbaşa | Bir mənbə | Kotirovka | Açıq Tender,"ŞABRAN SUVARMA SİSTEMLƏRİ İDARƏSİ | KÜRDƏMİR RAYON GİGİYENA VƏ EPİDEMOLOGİYA MƏRKƏZİ | ""AZƏRİDMANSERVİS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""ŞABRAN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ HACIQABUL DÖVLƏT AQRAR İNKİŞAF MƏRKƏZİ",etender.gov.az/api/contracts
etender-sup-10,9900001881," ""Azərbaycan Metrologiya İnstitutu"" Publik Hüquqi Şəxsin tabeliyindəki ""Kommunal Laborotoriyalar"" Məhdud Məsuliyyətli Cəmiyyəti",419,105765615.26,2026-05-07,"Açıq Tender | Birbaşa | Bir mənbə | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Kotirovka | -","NAXÇIVAN MUXTAR RESPUBLİKASININ ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİNİN TABELİYİNDƏ DÖVLƏT SOSİAL MÜDAFİƏ FONDU PUBLİK HÜQUQİ ŞƏXSİ | ""QUBA RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | GƏNCƏ TİBB KOLLECİ | ""AZƏRBAYCAN İDMAN AKADEMİYASI"" PUBLİK HÜQUQİ ŞƏXSİ | XAÇMAZ RAYON STATİSTİKA İDARƏSİ",etender.gov.az/api/contracts
etender-sup-11,1401556011,"""İntellekt M.A."" Məhdud Məsuliyyətli Cəmiyyəti",398,27323551.65,2025-05-20,Kotirovka | Açıq Tender | Bir mənbə | Birbaşa | Təkliflər sorğusu | -,"""NAXÇIVAN DÖVLƏT UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXS | AZƏRBAYCAN RESPUBLİKASI ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ | AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NİZAMİ GƏNCƏVİ ADINA ƏDƏBİYYAT İNSTİTUTU | AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ | NAXÇIVAN MR DAXİLİ İŞLƏR NAZİRLİYİ",etender.gov.az/api/contracts
etender-sup-12,2002760381,"""A-4 Ofis"" Məhdud Məsuliyyətli Cəmiyyəti",381,57436214.86,2026-06-29,Kotirovka | Açıq Tender | Bir mənbə | Təkliflər sorğusu | -,"""AZƏRBAYCAN BİZNESİNİN İNKİŞAFI FONDU"" AÇIQ SƏHMDAR CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ | ""ŞİRVAN  ŞƏHƏR MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASININ İQTİSADİYYAT NAZİRLİYİ YANINDA ƏMLAK MƏSƏLƏLƏRİ DÖVLƏT XİDMƏTİ | ""ŞƏKİ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-13,1604503991,"""MƏTBUAT YAYIM"" Məhdud Məsuliyyətli Cəmiyyəti",374,1111934.69,2026-07-01,Birbaşa | Bir mənbə | Kotirovka | Açıq Tender,"""MİLLİ HEMATOLOGİYA VƏ TRANSFUZİOLOGİYA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİNİN TƏRTƏR DÖVLƏT AQRAR İNKİŞAF MƏRKƏZİ | LERİK RAYON İCRA HAKİMİYYƏTİ | SİYƏZƏN SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | ""SALYAN ŞƏHƏR YAŞILLAŞDIRMA"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-14,8300077931,Cəlilabad Rayon Statistika İdarəsi,355,341990.95,2026-06-18,Açıq Tender | Bir mənbə | Birbaşa,CƏLİLABAD RAYON STATİSTİKA İDARƏSİ,etender.gov.az/api/contracts
etender-sup-15,1300701451,“Caspel” Məhdud Məsuliyyətli Cəmiyyəti                    ,316,178225030.13,2026-06-29,Açıq Tender | Birbaşa | Bir mənbə | Kotirovka | Təkliflər sorğusu | -,"AZƏRBAYCAN RESPUBLİKASININ MALİYYƏ MONİTORİNQİ XİDMƏTİ  | ISMAYILLI RAYON İCRA HAKİMİYYƏTİ | ""DÖVLƏT DƏNİZ VƏ LİMAN AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASININ İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİ | ""İRİ ŞƏHƏRLƏRİN BİRLƏŞMİŞ SU TƏCHİZATI XİDMƏTİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-16,1403750111,Azərbaycan Respublikasının İqtisadiyyat Nazirliyi yanında Antiinhisar və İstehlak Bazarına Nəzarət Dövlət Xidmətinin Azərbaycan Metrologiya İnsitutu Publik Hüquqi şəxsinin Qərb Regional Ərazi İdarəsi,307,3276086.25,2026-06-17,Bir mənbə | Birbaşa | Kotirovka | Açıq Tender | -,"""ELMİ-TƏDQİQAT AĞCİYƏR XƏSTƏLİKLƏRİ İNSTİTUTU"" PUBLİK HÜQUQİ ŞƏXS | XIZI SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | FÖVQƏLADƏ HALLAR NAZİRLİYİ TİKİNTİDƏ TƏHLÜKƏSİZLİYƏ NƏZARƏT DÖVLƏT AGENTLİYİNİN TİKİLMƏKDƏ OLAN OBYEKTLƏRİN BİRLƏŞMİŞ MÜDRİYYƏTİ | AZƏRBAYCAN DÖVLƏT SU EHTİYATLARI AGENTLİYİ YANINDA SULARIN İSTİFADƏSİNƏ VƏ MÜHAFİZƏSİNƏ DÖVLƏT NƏZARƏTİ XİDMƏTİNİN TABELİYİNDƏ MƏRKƏZİ LABORATORİYA | SİYƏZƏN SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ",etender.gov.az/api/contracts
etender-sup-17,1002155421,"""TİİM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",303,43765502.93,2026-05-01,"Açıq Tender | İki mərhələli tender | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Bir mənbə | Kotirovka | Təkliflər sorğusu | -","GƏNCƏ ŞƏHƏR PSİXONEVROLOJİ DİSPANSER | ""LÖKBATAN TİBB MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | Ə. ƏLİYEV ADINA SUMQAYIT TİBB KOLLECİ | ""TİBBİ REABİLİTASİYA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | 3 NÖMRƏLİ UŞAQ SOMATİK SANATORİYASI",etender.gov.az/api/contracts
etender-sup-18,4500209601,Məlikməmmədov Balaqadaş Mübariz oğlu,293,281698.79,2025-07-10,Bir mənbə,QUBA RAYON STATİSTİKA İDARƏSİ,etender.gov.az/api/contracts
etender-sup-19,1601862631,"""İNPEKS.N"" Məhdud Məsuliyyətli Cəmiyyəti   ",277,95446296.01,2024-12-19,Açıq Tender | -,"SURAXANI RAYON MƏNZİL-KOMMUNAL TƏSƏRRÜFATI BİRLİYİ | XƏTAİ RAYON İCRA HAKİMİYYƏTİ BAŞÇISI MƏNZİL KOMMUNAL TƏSƏRRÜFATI BİRLİYİ | ""BAKI ŞƏHƏR ƏSASLI TİKİNTİ VƏ TƏMİR"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASININ MƏDƏNİYYƏT NAZİRLİYİ XAÇMAZ REGİONAL MƏDƏNİYYƏT İDARƏSİ | BAKI ŞƏHƏRİ MƏNZİL KOMMUNAL TƏSƏRRÜFATI DEPARTAMENTİ BİNƏQƏDİ RAYON MKTB",etender.gov.az/api/contracts
etender-sup-20,1300664041,"""GESCO"" AÇIQ SƏHMDAR CƏMİYYƏTİ",246,153277590.66,2026-06-10,Açıq Tender | Bir mənbə | Birbaşa | Kotirovka | Təkliflər sorğusu | -,"""AZƏRBAYCAN DÖVLƏT İQTİSAD UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXS | ""LƏNKƏRAN DÖVLƏT PEŞƏ TƏHSİL MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN DÖVLƏT İQTİSAD UNİVERSİTETİNİN ZAQATALA FİLALI | ""AĞCİYƏR XƏSTƏLİKLƏRİ MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""CƏLİLABAD DÖVLƏT PEŞƏ TƏHSİL MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-21,2005964101,"""OCE Solution"" Məhdud Məsuliyyətli Cəmiyyəti",244,29419566.31,2026-06-10,"Açıq Tender | Birbaşa | Kotirovka | Bir mənbə | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Təkliflər sorğusu","""SEDAM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASININ QİDA TƏHLÜKƏSİZLİYİ AGENTLİYİ | ƏRAZİ TİKİNTİ-PLANLAŞDIRMA MƏRKƏZİ | ""AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİNİN TİKİNTİ-TƏCHİZAT BİRLİYİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""DAŞINMAZ ƏMLAKIN DÖVLƏT KADASTRI VƏ REYESTRİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-22,1703381771,Operator Azərbaycan Respublikasının Xüsusi Rabitə və İnformasiya təhlükəsizliyi Dövlət Xidməti,242,16876464.00,2026-06-02,Birbaşa | Bir mənbə | Kotirovka | Açıq Tender,"AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR KREDİT VƏ İNKİŞAF AGENTLİYİ | NAXÇIVAN MUXTAR RESPUBLİKASININ DÖVLƏT ARXİV İDARƏSİ | ""AZƏRBAYCAN METROLOGİYA İNSTİTUTU"" PUBLİK HÜQUQİ ŞƏXS | AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİNİN TABELİYİNDƏ ""BALIQÇILIQ VƏ AKVAKULTURA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI GƏNCLƏR VƏ İDMAN NAZİRLİYİ",etender.gov.az/api/contracts
etender-sup-23,1005873041,''B2B Group'' Məhdud Məsuliyyətli Cəmiyyəti,240,101818181.96,2026-06-24,Açıq Tender | Birbaşa | Bir mənbə | Kotirovka | Təkliflər sorğusu | -,"“DÖVLƏT MƏŞĞULLUQ AGENTLİYİ“ PUBLİK HÜQUQİ ŞƏXSİ | ""İQTİSADİ ZONALARIN İNKİŞAFI AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASININ MƏRKƏZİ BANKI | AZƏRBAYCAN RESPUBLİKASININ KİÇİK VƏ ORTA BİZNESİN İNKİŞAFI AGENTLİYİ PUBLİK HÜQUQİ ŞƏXS",etender.gov.az/api/contracts
etender-sup-24,9900022721,"""AZERCELL TELEKOM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ   ",237,3791681.95,2026-07-01,Bir mənbə | Birbaşa | Kotirovka,"""AQROSERVİS"" AÇIQ SƏHMDAR CƏMİYYƏTİ | HEYDƏR ƏLİYEV MƏRKƏZİ | ""RƏQƏMSAL TİBBİ HƏLLƏR"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""YENİ KLİNİKA"" PUBLİK HÜQUQİ ŞƏXSİ | ""RESPUBLİKA QAN BANKI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-25,1700164781,“Delta Telekom LTD” Məhdud Məsuliyyətli Müəssisəsi ,230,22497306.87,2026-06-10,Bir mənbə | Birbaşa | Kotirovka | -,"""İNNOVASİYALAR MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""İRİ ŞƏHƏRLƏRİN BİRLƏŞMİŞ SU TƏCHİZATI XİDMƏTİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""AZƏRBAYCAN RESPUBLİKASININ MİNATƏMİZLƏMƏ AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""GƏNCƏ MÜALİCƏ DİAQNOSTİKA MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR KREDİT VƏ İNKİŞAF AGENTLİYİ",etender.gov.az/api/contracts
etender-sup-26,1700192801,Azərbaycan Dövlət Nəşriyyatı “Azərnəşr” MMC ,227,1260405.00,2026-12-05,Bir mənbə | Kotirovka | Birbaşa | -,ASTARA RAYON İCRA HAKİMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI ELMLƏR AKADEMİYASININ MƏRKƏZİ ELMİ KİTABXANASI | AZƏRBAYCAN  RESPUBLIKASI  MÜDAFİƏ SƏNAYESİ NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASI HƏRBİ PROKURORLUĞU | AZƏRBAYCAN TELEVİZİYA VƏ RADİO VERİLİŞLƏRİ QAPALI SƏHMDAR CƏMİYYƏTİ,etender.gov.az/api/contracts
etender-sup-27,1504135991,“ Confirex ” Məhdud Məsuliyyətli Cəmiyyəti,223,1522298.27,2026-06-25,Kotirovka | Bir mənbə | Açıq Tender | Birbaşa | -,"""QARADAĞ TİBB MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASININ RƏQƏMSAL İNKİŞAF VƏ NƏQLİYYAT NAZİRLİYİ YANINDA ELEKTRON TƏHLÜKƏSİZLİK XİDMƏTİ | ŞUŞA DÖVLƏT MUSİQİLİ DRAM TEATRI | AZƏRBAYCAN RESPUBLİKASI AİLƏ,QADIN VƏ UŞAQ PROBLEMLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİ SABİRABAD UŞAQ VƏ AİLƏLƏRƏ DƏSTƏK MƏRKƏZİ | ""QƏBƏLƏ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-28,1402018961,"""Arash Medical Company"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ   ",222,139558482.55,2026-06-12,"Açıq Tender | Bir mənbə | Birbaşa | Kotirovka | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Təkliflər sorğusu | -","""YENİ KLİNİKA"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN TİBB UNİVERSİTETİNİN TƏDRİS CƏRRAHİYYƏ KLİNİKASI | ""K.Y.FƏRƏCOVA ADINA ELMİ-TƏDQİQAT PEDİATRİYA İNSTİTUTU"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT GÖMRÜK KOMİTƏSİ TİBBİ XİDMƏT İDARƏSİNİN MƏRKƏZİ HOSPİTALI | ""SABUNÇU TİBB MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-29,1306553451," ""AZİMUT REKLAM VƏ TƏCHİZAT"" Məhdud Məsuliyyətli Cəmiyyəti",221,28098202.52,2026-06-25,"Açıq Tender | Kotirovka | Bir mənbə | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Birbaşa","""RESPUBLİKA QAN BANKI"" PUBLİK HÜQUQİ ŞƏXSİ | “DÖVLƏT MƏŞĞULLUQ AGENTLİYİ“ PUBLİK HÜQUQİ ŞƏXSİ | ""ANALİTİK EKSPERTİZA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""ELMİ-TƏDQİQAT MAMALIQ VƏ GİNEKOLOGİYA İNSTİTUTU"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ",etender.gov.az/api/contracts
etender-sup-30,1500072561,"""AZƏRİ MED"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",213,624502799.73,2026-06-29,"Açıq Tender | Bir mənbə | Birbaşa | Təkliflər sorğusu | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Kotirovka | -","AZƏRBAYCAN TİBB UNİVERSİTETİNİN TƏDRİS CƏRRAHİYYƏ KLİNİKASI | AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİNİN TİBB XİDMƏTİ İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT GÖMRÜK KOMİTƏSİ TİBBİ XİDMƏT İDARƏSİNİN MƏRKƏZİ HOSPİTALI | ""İNNOVASİYA VƏ TƏCHİZAT MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | MİLLİ ONKOLOGİYA MƏRKƏZİ",etender.gov.az/api/contracts
etender-sup-31,1003718621,"""QARDAŞLAR MEBEL-3"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ   ",210,24840369.86,2026-06-17,"Açıq Tender | Bir mənbə | Birbaşa | Kotirovka | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Təkliflər sorğusu | -","""NƏRİMANOV TİBB MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | “DÖVLƏT MƏŞĞULLUQ AGENTLİYİ“ PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI ALİ MƏHKƏMƏSİ | ""DAYANIQLI VƏ OPERATİV SOSİAL TƏMİNAT AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI DİN DAXİLİ QOŞUNLAR BAŞ İDARƏSİ",etender.gov.az/api/contracts
etender-sup-32,1500429791,“Harmony İndustrial Construction AND Engineering Group” Məhdud Məsuliyyətli Cəmiyyətinin,209,160088258.11,2026-06-03,"Açıq Tender | Bir mənbə | Birbaşa | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Kotirovka | Təkliflər sorğusu | -","""AZƏRİŞIQ"" AÇIQ SƏHMDAR CƏMİYYƏTİ | AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ AKADEMİK Y.H.MƏMMƏDƏLİYEV ADINA NEFT-KİMYA PROSESLƏRİ İNSTİTUTU | Azərbaycan Respublikası Fövqəladə Hallar Nazirliyi Sənayedə İşlərin Təhlükəsiz Görülməsi və Dağ-Mədən Nəzarəti Dövlət Agentliyi Azərbaycan Dövlət Əməyin Mühafizəsi və Təhlükəsizlik Texnikası Elmi-Tədqiqat İnstitutu | AZƏRBAYCAN RESPUBLİKASININ EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİ YANINDA MİLLİ HİDROMETEOROLOGİYA XİDMƏTİ | AZƏRBAYCAN QİDA TƏHLÜKƏSİZLİYİ İNSTİTUTU PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
