id,voen,supplier_name,contract_count,total_amount_azn,last_contract_date,tender_types,buyer_examples,source
etender-sup-10906,7200273402,Fiziki şəxs Həsənov Fərhad Ənvər oğlu,1,30000.00,2020-09-01,Kotirovka,"""TƏHLÜKƏLİ TULLANTILAR"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10907,3101595911,"""Sankorp"" MMC",1,348675.00,2020-09-01,Təkliflər sorğusu,AQRAR SIĞORTA FONDU,etender.gov.az/api/contracts
etender-sup-10908,1602688521,Qaz Service-Tikinti MMC,1,10343.88,2020-09-02,Kotirovka,"""ADY KONTEYNER"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10909,1003078271,"""İstek Mühəndislik və Servis"" MMC",1,21004.00,2020-08-18,Kotirovka,"""İÇƏRİŞƏHƏR"" DÖVLƏT TARİX-MEMARLIQ QORUĞU İDARƏSİ",etender.gov.az/api/contracts
etender-sup-10910,1504624431,Hotes Group MMC,1,42750.00,2020-08-25,Kotirovka,"""AZƏRBAYCAN HAVA YOLLARI"" QAPALI SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10911,1501514231,"""Vip Electronics""MMC",1,1300.00,2020-08-26,Kotirovka,BAKI SAĞLAMLIQ MƏRKƏZİ PUBLİK HÜQUQİ ŞƏXS,etender.gov.az/api/contracts
etender-sup-10912,1403510532,Fiziki şəxs-Abdullayev Nicat Aqşin oğlu,1,25760.00,2020-06-01,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ AKADEMİK Y.H.MƏMMƏDƏLİYEV ADINA NEFT-KİMYA PROSESLƏRİ İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-10913,1200083951,7 SAYLI TƏSƏRRÜFAT HESABLI STOMATOLOJİ POLİKLİNİKA,1,70000.00,2020-08-28,Açıq Tender,BAKI ŞƏHƏR BAŞ SƏHİYYƏ İDARƏSİ,etender.gov.az/api/contracts
etender-sup-10914,6701070932,F/Ş Mikayılova Könül Sakit qızı,1,23059.00,2020-09-01,Kotirovka,"""AZƏRBAYCAN RESPUBLİKASININ GƏNCLƏR FONDU"" PUBLİK HÜQUQİ ŞƏXS",etender.gov.az/api/contracts
etender-sup-10915,1804497941,"""Fedro""MMC",1,38000.00,2020-03-10,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ AKADEMİK Y.H.MƏMMƏDƏLİYEV ADINA NEFT-KİMYA PROSESLƏRİ İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-10916,1006414241,Quba Mənzil İstismar Sahəsi,1,34649.00,2020-08-27,Kotirovka,QUBA MƏNZİL İSTİSMAR SAHƏSİ,etender.gov.az/api/contracts
etender-sup-10917,1903967591,"""Magice"" MMC",1,19988.00,2020-08-25,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ MOLEKULYAR BİOLOGİYA VƏ BİOTEXNOLOGİYALAR İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-10918,2005055121,"""NETAŞ TELEKOMÜNİKASYON ANONİM ŞİRKETİ""NİN AZƏRBAYCAN RESPUBLİKASINDAKI NÜMAYƏNDƏLİYİ",1,34100.00,2020-08-12,Açıq Tender,"""BAKI TELEFON RABİTƏSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10919,1304310671,"""Rent and Drive"" MMC",1,36900.00,2020-03-06,Kotirovka,"""İNNOVASİYALAR MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10920,2005408091,"""Mikayıloğlu"" MMC",1,16500.00,2020-05-12,Kotirovka,"""İNNOVASİYALAR MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10921,1102148941,ETRAN MMC,1,18494.00,2020-08-25,Kotirovka,2 SAYLI SUMQAYIT ŞƏHƏR XƏSTƏXANASI,etender.gov.az/api/contracts
etender-sup-10922,1404926621,BSB Consulting Group MMC,1,48422.50,2020-08-26,Kotirovka,BAKI BAŞ GÖMRÜK İDARƏSİ,etender.gov.az/api/contracts
etender-sup-10923,7300856022,Hüseynov Raşad Hüseyn oğlu.,1,4080.00,2020-08-26,Kotirovka,QƏRB ƏRAZİ BAŞ GÖMRÜK İDARƏSİ,etender.gov.az/api/contracts
etender-sup-10924,1604042211,"""LEGA LTD""MMC",1,49533.00,2020-08-14,Kotirovka,SURAXANI RAYON İCRA HAKİMİYYƏTİ,etender.gov.az/api/contracts
etender-sup-10925,1904214711,"""ZİNGER-İNŞAAT"" MMC",1,40000.00,2020-08-14,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NİZAMİ GƏNCƏVİ ADINA MİLLİ AZƏRBAYCAN ƏDƏBİYYATI MUZEYİ,etender.gov.az/api/contracts
etender-sup-10926,1405209121,"""GROUP SERVİCE-2020"" MMC ",1,40000.00,2020-08-14,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NİZAMİ GƏNCƏVİ ADINA MİLLİ AZƏRBAYCAN ƏDƏBİYYATI MUZEYİ,etender.gov.az/api/contracts
etender-sup-10927,1405213091,"""QVERTY"" MMC ",1,48000.00,2020-08-14,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NİZAMİ GƏNCƏVİ ADINA MİLLİ AZƏRBAYCAN ƏDƏBİYYATI MUZEYİ,etender.gov.az/api/contracts
etender-sup-10928,1804924391,"""KREPLİNK"" MMC ",1,48000.00,2020-08-11,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NİZAMİ GƏNCƏVİ ADINA MİLLİ AZƏRBAYCAN ƏDƏBİYYATI MUZEYİ,etender.gov.az/api/contracts
etender-sup-10929,1405205551,"""FERRO-20"" MMC ",1,45300.00,2020-08-11,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NİZAMİ GƏNCƏVİ ADINA MİLLİ AZƏRBAYCAN ƏDƏBİYYATI MUZEYİ,etender.gov.az/api/contracts
etender-sup-10930,1404587831,"""BEE SMART"" MMC",1,7200.00,2020-08-07,Kotirovka,"""AZERGOLD"" QAPALI SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10931,1500948482,Babayev Fuad rauf oğlu,1,9780.00,2020-08-21,Bir mənbə,AZƏRBAYCANDA İXRACIN VƏ İNVESTİSİYALARIN TƏŞVİQİ FONDU,etender.gov.az/api/contracts
etender-sup-10932,7500072581,A4 Plaza MMC,1,48926.81,2020-08-21,Kotirovka,"""FÜZULİ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-10933,6101046831,"""KARP D"" MMC",1,10949.00,2020-08-11,Kotirovka,T.İSMAYILOV ADINA TƏBİİ EHTİYATLARIN KOSMİK TƏDQİQİ İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-10934,3000690401,“Az-Sem” MMC,1,24032.80,2020-08-21,Kotirovka,AZƏRBAYCAN QİDA TƏHLÜKƏSİZLİYİ İNSTİTUTU PUBLİK HÜQUQİ ŞƏXSİ,etender.gov.az/api/contracts
etender-sup-10935,3103318481,Garden-2020 MMC,1,49474.45,2020-08-19,Kotirovka,DİN-NİN TİBB İDARƏSİNƏ BİLAVASİTƏ TABE OLAN A.N.HEYDƏROV ADINA RESPUBLİKA HOSPİTALI,etender.gov.az/api/contracts
etender-sup-10936,1603878011,BRONCO MMC ,1,39261.64,2020-08-18,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASI FİZİKA İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-10937,1701960671,"""MOBİL-MMXA LTD"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,665968.40,2020-08-18,Açıq Tender,BAKI NƏQLİYYAT AGENTLİYİ PUBLİK HÜQUQİ ŞƏXS,etender.gov.az/api/contracts
etender-sup-10938,1305845891,"""ETE SOLUTION"" MMC",1,26800.00,2020-08-18,Kotirovka,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NİZAMİ GƏNCƏVİ ADINA ƏDƏBİYYAT İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-10939,2303805171,"""RENTA-17"" MMC",1,25236.00,2020-08-17,Kotirovka,SAMUX MƏNZİL-KOMMUNAL TƏSƏRRÜFATI İSTEHSALAT BİRLİYİ,etender.gov.az/api/contracts
etender-sup-10940,2304673011,"""VİS"" MMC",1,46250.00,2020-08-17,Kotirovka,SAMUX MƏNZİL-KOMMUNAL TƏSƏRRÜFATI İSTEHSALAT BİRLİYİ,etender.gov.az/api/contracts
etender-sup-10941,1001794511,“PLAN ET GEO” MMC ,1,13200.00,2020-08-12,Kotirovka,"""SUMQAYIT KİMYA SƏNAYE PARKI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10942,2100819001,"""MEHRAC INCORPORATED"" Məhdud Məsuliyyətli Cəmiyyəti",1,138400.00,2020-08-18,Açıq Tender,DAXİLİ İŞLƏR NAZİRLİYİNİN KOMENDAT XİDMƏTİ,etender.gov.az/api/contracts
etender-sup-10943,2005345091,Azsafe City,1,43434.62,2020-08-17,Kotirovka,"""NƏQLİYYATI İNTELLEKTUAL İDARƏETMƏ MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10944,1300814901,"""Bakı Car"" MMC",1,14577.53,2020-07-23,Bir mənbə,"""AZƏRALÜMİNİUM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10945,1801184511,A-CONSTRUCTİON MMC,1,49017.20,2020-07-23,Kotirovka,"""BAKI ŞƏHƏR İŞIĞI"" ELEKTRİK ŞƏBƏKƏ MÜƏSSİSƏSİ",etender.gov.az/api/contracts
etender-sup-10946,1003411111,"""Genna AD"" MMC",1,29950.00,2020-08-05,Kotirovka,"""ŞAHDAĞ TURİZM MƏRKƏZİ"" QAPALI SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10947,1505049711,Smart Loyal Service MMC,1,47750.00,2020-07-06,Kotirovka,"""GƏNCLƏRİN İNKİŞAF VƏ KARYERA MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10948,1306414421,FAKASO MMC ,1,48980.00,2020-02-13,Kotirovka,"""GƏNCLƏRİN İNKİŞAF VƏ KARYERA MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10949,2005851191,LUXSERİ HOLDİBG MMC,1,271400.00,2020-08-13,Kotirovka,DİN-nin Maddi -Texniki Təminat Baş İdarəsi,etender.gov.az/api/contracts
etender-sup-10950,1300477261,“ATRA” MMC ,1,12266.69,2020-08-12,Kotirovka,"""BAKI TELEFON RABİTƏSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10951,6701233411,CPA Company MMC,1,21552.23,2020-08-05,Kotirovka,"""MİDA"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10952,7701945711,"""DALĞA LTD-2017"" MMC",1,43985.00,2020-08-14,Kotirovka,"""SANATOR-KURORT REABİLİTASİYA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-10953,1403238161,"""11 SAYLI İXTİSASLAŞDIRILMIŞ DƏMİR YOLU MÜƏSSİSƏSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,1588247.01,2020-07-27,Açıq Tender,"""MİDA"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10954,1602469071,"""İNŞAAT"" İSTEHSALAT-TİKİNTİ QURAŞDIRMA İNŞA MÜƏSSİSƏSİ",1,1117749.97,2020-07-22,Açıq Tender,"""MİDA"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10955,0700003952,HÜSEYN SABİR OĞLU ABDULLAYEV,1,332547.60,2020-07-27,Açıq Tender,"""AZTELEKOM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10956,1904161241,"""Brend R Metall"" MMC",1,34102.00,2020-07-21,Kotirovka,"""AZƏRALÜMİNİUM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10957,3201122841,"""QARABAĞ-81"" Məhdud Məsuliyyətli Cəmiyyəti",1,163558.00,2020-07-27,Açıq Tender,AĞDAM RAYON İCRA HAKİMİYYƏTİ,etender.gov.az/api/contracts
etender-sup-10958,1305572891,“Nərmin-H.N” Məhdud Məsuliyyətli Cəmiyyəti,1,16109.04,2020-08-14,Kotirovka,AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİ,etender.gov.az/api/contracts
etender-sup-10959,1504557161,FITIKOS MMC,1,13105.00,2020-08-10,Kotirovka,DİN-nin Maddi -Texniki Təminat Baş İdarəsi,etender.gov.az/api/contracts
etender-sup-10960,3100073541,Mozalan studiyası MMC,1,45078.00,2020-08-11,Kotirovka,"""MOZALAN STUDİYASI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10961,1504832441,"""RENAT-55"" Məhdud Məsuliyyətli Cəmiyyəti",1,99695.50,2020-08-10,Açıq Tender,"""SANATOR-KURORT REABİLİTASİYA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-10962,1306519061,"""Mebelset-Group"" MMC ",1,19390.00,2020-08-05,Kotirovka,"""İCTİMAİ SƏHİYYƏ VƏ İSLAHATLAR MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-10963,6200253031,"""ARAN-51"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,129720.72,2020-06-06,Açıq Tender,AZƏRBAYCAN RESPUBLİKASI LAÇIN RAYONU  İCRA HAKİMİYYƏTİ BAŞÇISININ QAYĞI QƏSƏBƏ İNZİBATİ ƏRAZİ DAİRƏSİ ÜZRƏ NÜMAYƏNDƏLİYİ,etender.gov.az/api/contracts
etender-sup-10964,6200111891,"""MEHRİ BULAĞI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,398711.97,2020-06-22,Açıq Tender,AZƏRBAYCAN RESPUBLİKASI LAÇIN RAYONU  İCRA HAKİMİYYƏTİ BAŞÇISININ QAYĞI QƏSƏBƏ İNZİBATİ ƏRAZİ DAİRƏSİ ÜZRƏ NÜMAYƏNDƏLİYİ,etender.gov.az/api/contracts
etender-sup-10965,1306613391,"""İNTERNET MEDİYA MƏRKƏZİ"" Məhdud Məsuliyyətli Cəmiyyəti",1,145163.00,2020-07-27,Açıq Tender,950 SAYLI HƏRBİ HİSSƏ,etender.gov.az/api/contracts
etender-sup-10966,1001584511,GAMİDOV STUDİO MMC,1,24300.00,2020-07-30,Kotirovka,"""BEYNƏLXALQ MÜNASİBƏTLƏRİN TƏHLİLİ MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-10967,1503239801,"""TRUST LİNE SHİPPİNG"" Məhdud Məsuliyyətli Cəmiyyəti",1,76920.00,2020-04-30,Açıq Tender,"""AZTELEKOM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10968,6101037791,"""DİGİTAL MEDİA UNİON BAKU"" MMC",1,13700.00,2020-07-27,Kotirovka,"""AZERGOLD"" QAPALI SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10969,1300224141,ASENA MMC,1,49501.00,2020-07-29,Kotirovka,"""TƏMİZ QUBA"" MƏNZİL KOMMUNAL TƏSƏRRÜFATI BİRLİYİ",etender.gov.az/api/contracts
etender-sup-10970,1405151161,"""Emin-85"" MMC",1,149700.00,2020-08-05,Təkliflər sorğusu,AZƏRBAYCAN RESPUBLİKASI QAÇQINLARIN VƏ MƏCBURİ KÖÇKÜNLƏRİN İŞLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİ MƏNZİL İSTİSMAR DEPARTAMENTİ,etender.gov.az/api/contracts
etender-sup-10971,2005171471,“Yeniyol Group” MMC,1,8260.00,2020-07-28,Təkliflər sorğusu,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT NEFT FONDU,etender.gov.az/api/contracts
etender-sup-10972,1504109981,"""ROYAL CON"" Məhdud Məsuliyyətli Cəmiyyəti",1,70000.00,2020-08-04,Açıq Tender,"""AZƏRBAYCAN RESPUBLİKASI MALİYYƏ NAZİRLİYİNİN MƏLUMAT HESABLAMA MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10973,3400664971,"""RCİ-İNKİŞAF 2014"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,467759.91,2020-07-28,Açıq Tender,AĞCABƏDİ RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ AĞCABƏDİ ŞƏHƏR İNZİBATİ ƏRAZİ DAİRƏSİ ÜZRƏ NÜMAYƏNDƏSİ,etender.gov.az/api/contracts
etender-sup-10974,1306565531,MƏKAN LTD MMC,1,49818.10,2020-06-12,Kotirovka,ƏDLİYYƏ NAZİRLİYİ PENİTENSİAR XİDMƏTİN 1 SAYLI CƏZAÇƏKMƏ MÜƏSSİSƏSİ,etender.gov.az/api/contracts
etender-sup-10975,1803022401,“Ş.A.R. AQRO” MMC ,1,4505000.00,2020-07-29,Təkliflər sorğusu,"""AQROLİZİNQ"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10976,4401615861,"“TUFANDAG CONSTRUCTİON"" MMC",1,7544.00,2020-07-29,Kotirovka,QƏBƏLƏ RAYON İCRA HAKİMİYYƏTİ,etender.gov.az/api/contracts
etender-sup-10977,1306659721,ALIYASKA MMC,1,49325.00,2020-07-24,Kotirovka,AZƏRBAYCAN  RESPUBLİKASI  DİN POLİS AKADEMİYASI,etender.gov.az/api/contracts
etender-sup-10978,1804860471,"""KÖFSƏR-TT""  MMC",1,18028.00,2020-07-29,Kotirovka,AZƏRBAYCAN RESPUBLİKASININ DİNİ QURUMLARLA İŞ ÜZRƏ DÖVLƏT KOMİTƏSİ,etender.gov.az/api/contracts
etender-sup-10979,1306577591,"""NOHUR-E.B"" Məhdud Məsuliyyətli Cəmiyyəti",1,179000.00,2020-07-29,Açıq Tender,AZƏRBAYCAN RESPUBLİKASININ DİNİ QURUMLARLA İŞ ÜZRƏ DÖVLƏT KOMİTƏSİ,etender.gov.az/api/contracts
etender-sup-10980,1404946371,Ferrovie MMC,1,29302.00,2020-07-28,Kotirovka,AZƏRBAYCAN  RESPUBLIKASI  MÜDAFİƏ SƏNAYESİ NAZİRLİYİ,etender.gov.az/api/contracts
etender-sup-10981,2903697691,"""TƏRƏQQİ KOMP"" Məhdud Məsuliyyətli Cəmiyyəti",1,129830.00,2020-07-29,Açıq Tender,AZƏRBAYCAN RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİNİN İSMAYILLI REGİONAL MƏDƏNİYYƏT  İDARƏSİ,etender.gov.az/api/contracts
etender-sup-10982,1603585241,Port Group MMC,1,17296.00,2020-07-23,Kotirovka,Ə. ƏLİYEV ADINA SUMQAYIT TİBB KOLLECİ,etender.gov.az/api/contracts
etender-sup-10983,2903931561,"""TAKKATA""MMC",1,49650.00,2020-07-25,Kotirovka,SUMQAYIT ŞƏHƏR ONKOLOJİ XƏSTƏXANASI,etender.gov.az/api/contracts
etender-sup-10984,1500389191,DİNÇER VƏ CARÇIOĞLU,1,10974.00,2020-07-20,Kotirovka,BAKI SAĞLAMLIQ MƏRKƏZİ PUBLİK HÜQUQİ ŞƏXS,etender.gov.az/api/contracts
etender-sup-10985,2005914881,"""Şəhid Rövşən Mühafizə"" MMC ",1,5100.00,2020-07-07,Kotirovka,ŞÜVƏLAN UŞAQ VƏ AİLƏLƏRƏ DƏSTƏK MƏRKƏZİ,etender.gov.az/api/contracts
etender-sup-10986,2903331961,OSCAR CO MMC,1,24994.79,2020-07-24,Kotirovka,AZƏRBAYCAN RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİ SOYQIRIM MEMORİAL KOMPLEKSİ,etender.gov.az/api/contracts
etender-sup-10987,1006273781,"""İDEAL-2020"" Məhdud Məsuliyyətli Cəmiyyəti",1,188800.00,2020-07-23,Açıq Tender,AZƏRBAYCAN RESPUBLİKASININ DİNİ QURUMLARLA İŞ ÜZRƏ DÖVLƏT KOMİTƏSİ,etender.gov.az/api/contracts
etender-sup-10988,1306577331,"""ZƏRDƏRƏ"" Məhdud Məsuliyyətli Cəmiyyəti",1,179140.00,2020-07-23,Açıq Tender,AZƏRBAYCAN RESPUBLİKASININ DİNİ QURUMLARLA İŞ ÜZRƏ DÖVLƏT KOMİTƏSİ,etender.gov.az/api/contracts
etender-sup-10989,1306543081,"""BÜLLÜR-M"" Məhdud Məsuliyyətli Cəmiyyəti",1,162600.00,2020-07-23,Açıq Tender,AZƏRBAYCAN RESPUBLİKASININ DİNİ QURUMLARLA İŞ ÜZRƏ DÖVLƏT KOMİTƏSİ,etender.gov.az/api/contracts
etender-sup-10990,1306548001,"""BABADAG"" Məhdud Məsuliyyətli Cəmiyyəti",1,186500.00,2020-07-23,Açıq Tender,AZƏRBAYCAN RESPUBLİKASININ DİNİ QURUMLARLA İŞ ÜZRƏ DÖVLƏT KOMİTƏSİ,etender.gov.az/api/contracts
etender-sup-10991,5400766391,Qranada LTD MMC,1,196487.87,2020-07-24,Açıq Tender,DAXİLİ İŞLƏR NAZİRLİYİNİN KOMENDAT XİDMƏTİ,etender.gov.az/api/contracts
etender-sup-10992,2902576511,Meqapolis-2012 MMC,1,47790.00,2020-07-18,Kotirovka,ƏDLİYYƏ NAZİRLİYİ PENİTENSİAR XİDMƏTİN MÜHAFİZƏ ALAYI,etender.gov.az/api/contracts
etender-sup-10993,1306359641,HOKKAYDO,1,49501.42,2019-12-17,Kotirovka,AZƏRBAYCAN  RESPUBLİKASI DAXİLİ İŞLƏR NAZİRLİYİ  A.N.HEYDƏROV ADINA SIRAVİ VƏ KİÇİK RƏİS HEYYƏTİ HAZIRLAYAN MƏKTƏB,etender.gov.az/api/contracts
etender-sup-10994,1005829941,"""STAR LAYTS"" Məhdud Məsuliyyətli Cəmiyyəti",1,213945.80,2020-03-03,Açıq Tender,LƏNKƏRAN ŞƏHƏRİ İCRA HAKİMİYYƏTİ,etender.gov.az/api/contracts
etender-sup-10995,2600025372,kərimov arif sənan oğlu,1,17774.00,2020-06-17,Kotirovka,LƏNKƏRAN ŞƏHƏRİ İCRA HAKİMİYYƏTİ,etender.gov.az/api/contracts
etender-sup-10996,2101004562,Həsənova Səyyarə Fətəli qızı,1,9985.00,2020-07-14,Kotirovka,ŞİRVAN  APELLYASİYA MƏHKƏMƏSİ,etender.gov.az/api/contracts
etender-sup-10997,1403023411,"""SL TECHNOLOGY"" Məhdud Məsuliyyətli Cəmiyyəti",1,25794.80,2020-07-16,Açıq Tender,AZƏRBAYCAN RESPUBLİKASININ QİDA TƏHLÜKƏSİZLİYİ AGENTLİYİ,etender.gov.az/api/contracts
etender-sup-10998,1403424841,Artiora MMC,1,48276.15,2020-07-14,Kotirovka,"""BAKUBUS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-10999,1305385441,"""PROLUB"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,122720.00,2020-07-10,Açıq Tender,"""BAKUBUS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-11000,1604002951,"""THE KİNG COMPANY"" Məhdud Məsuliyyətli Cəmiyyəti",1,153899.00,2020-07-15,Açıq Tender,AKADEMİK ZƏRİFƏ ƏLİYEVA ADINA MİLLİ OFTALMOLOGİYA MƏRKƏZİ,etender.gov.az/api/contracts
etender-sup-11001,1504943901,"""MARYAM GROUP OF COMPANY"" Məhdud Məsuliyyətli Cəmiyyəti",1,180366.00,2020-07-15,Açıq Tender,AKADEMİK ZƏRİFƏ ƏLİYEVA ADINA MİLLİ OFTALMOLOGİYA MƏRKƏZİ,etender.gov.az/api/contracts
etender-sup-11002,1804497251,Savernoc MMC,1,46980.00,2020-07-16,Kotirovka,"""AZƏRPOÇT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-11003,3001184362,fiziki şəxs Qorxmaz Nurəddin oğlu Mustafayev,1,10000.00,2020-07-15,Kotirovka,1 N-Lİ  BAKI TİBB KOLLECİ,etender.gov.az/api/contracts
etender-sup-11004,1304184251,“PROSPECT ES” MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,1,1998.92,2020-06-01,Kotirovka,MƏNZİL-KOMMUNAL TƏMİR XİDMƏTİ,etender.gov.az/api/contracts
etender-sup-11005,2700162441,"""PALIDLI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,395425.97,2020-07-15,Açıq Tender,"ƏSASLI TİKİNTİ,TƏMİR VƏ ABADLAŞDIRMA ŞÖBƏSİ",etender.gov.az/api/contracts
etender-sup-11006,1702473761,“VVHALES” MMC ,1,30000.00,2020-07-16,Kotirovka,AZƏRBAYCAN RESPUBLIKASI SƏHİYYƏ NAZİRLİYİ,etender.gov.az/api/contracts
etender-sup-11007,1004261971,megapolis project MMC,1,88399.95,2020-06-19,Açıq Tender,"""İCTİMAİ SƏHİYYƏ VƏ İSLAHATLAR MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-11008,1900071961,Profilaktika MMC,1,19908.69,2020-07-10,Kotirovka,SUMQAYIT ŞƏHƏR SƏHİYYƏ ŞÖBƏSİ,etender.gov.az/api/contracts
etender-sup-11009,1800199141,"""A4 PLAZA"" MMC",1,43710.74,2020-07-14,Kotirovka,3 SAYLI ŞƏHƏR KLİNİK XƏSTƏXANASI,etender.gov.az/api/contracts
etender-sup-11010,2006143831,"""AVTO BAKU"" Məhdud Məsuliyyətli Cəmiyyəti",1,44998.00,2020-07-14,Kotirovka,AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR XİDMƏTLƏR AGENTLİYİ,etender.gov.az/api/contracts
etender-sup-11011,7701944231,"""AEDAS TT-2017"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",1,127397.20,2020-07-13,Açıq Tender,GÖYGÖL RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ GÖYGÖL ŞƏHƏRİ ÜZRƏ NÜMAYƏNDƏLİYİ,etender.gov.az/api/contracts
