id,company_name,country,categories,stands,exhibitions,years,appearance_count,extra_json
expo-00001,"""AGROSYSTEMS"" MMC",Azərbaycan,TƏRƏFDAŞ,2A009,Caspian Agro Week,2026,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞ"", ""stand"": ""2A009"", ""company_id"": ""354526"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00002,"""ATILLA TRANS SERVICES A"" QSC",Azərbaycan,MEDİA,1C012 | 3C032,Caspian Oil & Gas,2023 | 2025,2,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""3C032"", ""company_id"": ""283336"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""1C012"", ""company_id"": ""283336"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2025""}]}"
expo-00003,"""AVTO 999"" MMC",Azərbaycan,MEDİA,2T056,TransLogistica Caspian,2023,1,"{""appearances"": [{""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2T056"", ""company_id"": ""276457"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2023""}]}"
expo-00004,"""AZ-FİLTER"" MMC/TUC",Azərbaycan,MEDİA,2T048,TransLogistica Caspian,2023,1,"{""appearances"": [{""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2T048"", ""company_id"": ""274638"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2023""}]}"
expo-00005,"""AZERPRODUCT"" MMC (NARLI BRENDİ)",Azərbaycan,MEDİA,F1010-4,InterFood Azerbaijan,2022,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""F1010-4"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2022""}]}"
expo-00006,"""AZROSPROMINVEST"" MMC",Azərbaycan,MEDİA,2C036,Caspian Oil & Gas,2023,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2C036"", ""company_id"": ""273311"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2023""}]}"
expo-00007,"""AZƏRSILAH"" MÜDAFIƏ SƏNAYESI HOLDINQI - QAPALI SƏHMDAR CƏMIYYƏTI",Azərbaycan,MEDİA,1A120 | 3A130 | 6A500,Securex Caspian,2024,3,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""1A120"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""6A500"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""3A130"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}]}"
expo-00008,"""BAKI GƏMİQAYIRMA ZAVOD"" MMC",Azərbaycan,MEDİA,1C026,Caspian Oil & Gas,2024,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""1C026"", ""company_id"": ""300753"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}]}"
expo-00009,"""BAKU STEEL COMPANY"" QSC",Azərbaycan,MEDİA,1308 | 1C312 | 1C314 | 1C322 | C1308,Caspian Oil & Gas,2019 | 2022 | 2023 | 2024 | 2025 | 2026,6,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""1308"", ""company_id"": ""4584"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""C1308"", ""company_id"": ""4584"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""1C314"", ""company_id"": ""4584"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""1C314"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""1C322"", ""company_id"": ""324525"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""1C312"", ""company_id"": ""324525"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}]}"
expo-00010,"""BANUÇİÇƏK""",Azərbaycan,MEDİA,F1010-7,InterFood Azerbaijan,2022,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""F1010-7"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2022""}]}"
expo-00011,"""CHINA BIRLƏŞMIŞ İNŞAAT TEXNOLOGIYASI"" MƏHDUD MƏSULIYYƏTLI CƏMIYYƏTI",Azərbaycan,TƏRƏFDAŞLAR,,BakuBuild,2026,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2026""}]}"
expo-00012,"""FNK SERVICES AND CONSULTING"" LLC",Azərbaycan,MEDİA | YAROSLAVL VILAYƏTİNİN ŞİRKƏTLƏRİ | ÇELYABİNSK VİLAYƏTİ,,Aquatherm Baku | BakuBuild | Beauty Expo Baku | Caspian Agro Week | Caspian Oil & Gas | InterFood Azerbaijan | Securex Caspian | TransLogistica Caspian,2023 | 2024,10,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2023"", ""category"": ""ÇELYABİNSK VİLAYƏTİ"", ""stand"": ""-"", ""company_id"": ""302848"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""302848"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""beautyexpo"", ""exhibition_label"": ""Beauty Expo Baku"", ""year"": ""2023"", ""category"": ""YAROSLAVL VILAYƏTİNİN ŞİRKƏTLƏRİ"", ""stand"": ""-"", ""company_id"": ""302848"", ""source_url"": ""https://beautyexpo.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2024""}]}"
expo-00013,"""GEMZA GROUP"" MMC",Azərbaycan,MEDİA,1C314 | 2C110 | 2C120,Caspian Oil & Gas,2024 | 2025 | 2026,3,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2C120"", ""company_id"": ""310031"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""1C314"", ""company_id"": ""310031"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""2C110"", ""company_id"": ""310031"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}]}"
expo-00014,"""HERBA-FLORA"" MMC",Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ | ŞİRVAN AQRO MMC,4F202-1 | 4F230-1,InterFood Azerbaijan,2025 | 2026,2,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2025"", ""category"": ""NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ"", ""stand"": ""4F202-1"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""ŞİRVAN AQRO MMC"", ""stand"": ""4F230-1"", ""company_id"": ""353375"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}]}"
expo-00015,"""MAGNAT GROUP"" MMC (ORGANİCA.AZ)",Azərbaycan,MEDİA,F1010-5,InterFood Azerbaijan,2022,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""F1010-5"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2022""}]}"
expo-00016,"""OCAQ""",Azərbaycan,MURMANSK VİLAYETİ,1F042-4,InterFood Azerbaijan,2023,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2023"", ""category"": ""MURMANSK VİLAYETİ"", ""stand"": ""1F042-4"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2023""}]}"
expo-00017,"""Q-STP"" MMC",Azərbaycan,MEDİA,2A230,Securex Caspian,2024,1,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2A230"", ""company_id"": ""310577"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}]}"
expo-00018,"""RD SMART"" QAPALI SAHMDAR CAMIYYATI",Azərbaycan,,,Securex Caspian,2026,1,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2026""}]}"
expo-00019,"""RESOL"" MMC",Azərbaycan,MEDİA,1С038,Caspian Oil & Gas,2026,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""1С038"", ""company_id"": ""353742"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}]}"
expo-00020,"""SHAHNAR2020"" MMC",Azərbaycan,MURMANSK VİLAYETİ,1F042-10,InterFood Azerbaijan,2023,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2023"", ""category"": ""MURMANSK VİLAYETİ"", ""stand"": ""1F042-10"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2023""}]}"
expo-00021,"""SƏS"" İNFORMASİYA AGENTLİYİ",Azərbaycan,MEDİA,,Caspian Agro Week | InterFood Azerbaijan,2023,2,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""273837"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""273837"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}]}"
expo-00022,"""TEXSERVIS BB"" MMC",Azərbaycan,MURMANSK VİLAYETİ,1F042-8,InterFood Azerbaijan,2023,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2023"", ""category"": ""MURMANSK VİLAYETİ"", ""stand"": ""1F042-8"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2023""}]}"
expo-00023,1 NEWS İNFORMASİYA AGENTLİYİ MMC,Azərbaycan,MEDİA,,Aquatherm Baku | BakuBuild | Beauty Expo Baku | Caspian Agro Week | Caspian Oil & Gas | InterFood Azerbaijan | Securex Caspian | TransLogistica Caspian,2019 | 2021 | 2022 | 2023 | 2024 | 2025 | 2026,31,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2021"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2021""}, {""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2021"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2021""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""beautyexpo"", ""exhibition_label"": ""Beauty Expo Baku"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://beautyexpo.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""beautyexpo"", ""exhibition_label"": ""Beauty Expo Baku"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://beautyexpo.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4265"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00024,166 LOGİSTİKA,Azərbaycan,MEDİA | TƏRƏFDAŞLAR,2T048,BakuBuild | Caspian Agro Week | TransLogistica Caspian,2024 | 2025,4,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2025"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""-"", ""company_id"": ""320699"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2T048"", ""company_id"": ""320699"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""320699"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""320699"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2025""}]}"
expo-00025,211 GROUP,Azərbaycan,TƏRƏFDAŞLAR,B1103,Beauty Expo Baku,2019,1,"{""appearances"": [{""exhibition"": ""beautyexpo"", ""exhibition_label"": ""Beauty Expo Baku"", ""year"": ""2019"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""B1103"", ""company_id"": ""6038"", ""source_url"": ""https://beautyexpo.az/az/exhibitors-list/year/2019""}]}"
expo-00026,3E AZERBAIJAN LLC,Azərbaycan,MEDİA,3A011,Securex Caspian,2024,1,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""3A011"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}]}"
expo-00027,4IG SPACE AND DEFENCE TECHNOLOGIES PLC.,Azərbaycan,,,Securex Caspian,2026,1,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2026""}]}"
expo-00028,4S MMC,Azərbaycan,LINDSAY | MEDİA,1A012 | 2A414-1 | 2A424-1 | A1306/A4004 | A1306/A5020,Caspian Agro Week,2019 | 2022 | 2023 | 2025 | 2026,5,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""A1306/A4004"", ""company_id"": ""4716"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A1306/A5020"", ""company_id"": ""6954"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""1A012"", ""company_id"": ""6954"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""2A414-1"", ""company_id"": ""6954"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""LINDSAY"", ""stand"": ""2A424-1"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00029,A SERA AZERBAYCAN,Azərbaycan,MEDİA,A2414,Caspian Agro Week,2019,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""A2414"", ""company_id"": ""4998"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}]}"
