id,company_name,country,categories,stands,exhibitions,years,appearance_count,extra_json
expo-00351,BCC GROUP,Azərbaycan,MEDİA,2134,Caspian Oil & Gas,2019,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""2134"", ""company_id"": ""4811"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2019""}]}"
expo-00352,BEETALKER GMBH,Azərbaycan,MEDİA,S1044,Securex Caspian,2022,1,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""S1044"", ""company_id"": ""7531"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2022""}]}"
expo-00353,BELAGRO EXHIBITION,Azərbaycan,MEDİA,,Caspian Agro Week,2023,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}]}"
expo-00354,BELLEZZA GROUP MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F040-2,InterFood Azerbaijan,2025,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2025"", ""category"": ""NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ"", ""stand"": ""1F040-2"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2025""}]}"
expo-00355,BELSHINA,Azərbaycan,MEDİA,A4011 | A5002-13,Caspian Agro Week,2019 | 2022,2,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""A4011"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A5002-13"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2022""}]}"
expo-00356,BEST DOORS COMPANY,Azərbaycan,ÇELYABİNSK VİLAYƏTİ,2B041,BakuBuild,2023,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2023"", ""category"": ""ÇELYABİNSK VİLAYƏTİ"", ""stand"": ""2B041"", ""company_id"": ""301036"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2023""}]}"
expo-00357,BEST TEXNİK MMC,Azərbaycan,MEDİA,C2066,Caspian Oil & Gas,2022,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""C2066"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2022""}]}"
expo-00358,BESTEL TEKNOLOJIK URUNLER SAN. VE TIC. A.S,Azərbaycan,ÇELYABİNSK VİLAYƏTİ,3B220,BakuBuild,2023,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2023"", ""category"": ""ÇELYABİNSK VİLAYƏTİ"", ""stand"": ""3B220"", ""company_id"": """", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2023""}]}"
expo-00359,BESTERM YAPI MALZEMELERI,Azərbaycan,MEDİA,,Aquatherm Baku,2025,1,"{""appearances"": [{""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2025""}]}"
expo-00360,BESTİNG MMC,Azərbaycan,MEDİA,2F131,InterFood Azerbaijan,2024,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2F131"", ""company_id"": ""310492"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2024""}]}"
expo-00361,BESTTECHNIK,Azərbaycan,MEDİA,2A066-1 | 2A080-1,Caspian Agro Week,2023 | 2024,2,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2A080-1"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2A066-1"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2024""}]}"
expo-00362,BETA GIDA SANAYI VE TICARET A.Ş.,Azərbaycan,MEDİA,F1110,InterFood Azerbaijan,2021,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2021"", ""category"": ""MEDİA"", ""stand"": ""F1110"", ""company_id"": ""5717"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2021""}]}"
expo-00363,BETA TEA AZERBAİJAN,Azərbaycan,MEDİA,F1110,InterFood Azerbaijan,2019,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""F1110"", ""company_id"": ""4861"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}]}"
expo-00364,BEYOND GLOBAL,Azərbaycan,ŞİRVAN AQRO MMC,4F230-3,InterFood Azerbaijan,2026,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""ŞİRVAN AQRO MMC"", ""stand"": ""4F230-3"", ""company_id"": ""352779"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}]}"
expo-00365,BHB STRATEGIC MEDIA AGENCY,Azərbaycan,MEDİA,,Caspian Agro Week | Caspian Oil & Gas | TransLogistica Caspian,2026,3,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00366,BILBORD.AL,Azərbaycan,MEDİA | SPONSOR | TƏRƏFDAŞLAR,,Aquatherm Baku | BakuBuild | Caspian Agro Week | Caspian Oil & Gas | InterFood Azerbaijan | Plastex Caspian | Securex Caspian | TransLogistica Caspian,2025 | 2026,12,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2025"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""SPONSOR"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""SPONSOR"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""plastex"", ""exhibition_label"": ""Plastex Caspian"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://plastex.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""plastex"", ""exhibition_label"": ""Plastex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": ""345787"", ""source_url"": ""https://plastex.az/az/exhibitors-list/year/2026""}]}"
expo-00367,BIMEXTECH,Azərbaycan,MEDİA,2A041,Securex Caspian,2024 | 2026,2,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2A041"", ""company_id"": ""324721"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": ""352317"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2026""}]}"
expo-00368,BINA AGRO,Azərbaycan,TƏRƏFDAŞ,A2104,Caspian Agro Week,2021,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2021"", ""category"": ""TƏRƏFDAŞ"", ""stand"": ""A2104"", ""company_id"": ""6216"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2021""}]}"
expo-00369,BINƏ AGRO,Azərbaycan,AZERA HOLDING | MEDİA,2A110-1,Caspian Agro Week,2024 | 2025 | 2026,3,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2A110-1"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""2A110-1"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""AZERA HOLDING"", ""stand"": ""2A110-1"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00370,BIOGYA,Azərbaycan,MEDİA,F2414,InterFood Azerbaijan,2019,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""F2414"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}]}"
expo-00371,BIOLCHIM,Azərbaycan,MEDİA,A2020-2 | A2086,Caspian Agro Week,2019 | 2022,2,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""A2086"", ""company_id"": ""5008"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A2020-2"", ""company_id"": ""5008"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2022""}]}"
expo-00372,BIZNESINFO.AZ,Azərbaycan,MEDİA,,Aquatherm Baku | Caspian Agro Week | Caspian Oil & Gas | InterFood Azerbaijan | Securex Caspian | TransLogistica Caspian,2019,6,"{""appearances"": [{""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4256"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4256"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4256"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4256"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4256"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""4256"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}]}"
expo-00373,BİNƏ AQRO MMC,Azərbaycan,MEDİA,2A112-1 | A2316 | A2410,Caspian Agro Week,2019 | 2022 | 2023,3,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""A2410"", ""company_id"": ""4852"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A2316"", ""company_id"": ""6899"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2A112-1"", ""company_id"": ""4852"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}]}"
expo-00374,BİO TEXNOLOGİYA,Azərbaycan,MEDİA,2A004 | 2A042,Caspian Agro Week,2023 | 2025,2,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2A042"", ""company_id"": ""6488"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""2A004"", ""company_id"": ""6488"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2025""}]}"
expo-00375,BİO TEXNOLOGİYA AZƏRBAYCAN,Azərbaycan,MEDİA,2A042,Caspian Agro Week,2024,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2A042"", ""company_id"": ""6488"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2024""}]}"
expo-00376,BİOFERT LLC,Azərbaycan,MEDİA,A3018,Caspian Agro Week,2022,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A3018"", ""company_id"": ""7024"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2022""}]}"
expo-00377,BİOGÜBRƏ MMC,Azərbaycan,MEDİA,2A040,Caspian Agro Week,2023,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2A040"", ""company_id"": ""7905"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}]}"
expo-00378,BİRLƏŞMİŞ MİLLƏTLƏR TƏŞKİLATININ AZƏRBAYCANDAKI NÜMAYƏNDƏLİYİ,Azərbaycan,TƏRƏFDAŞLAR,B1066,BakuBuild,2021,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2021"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""B1066"", ""company_id"": ""6685"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2021""}]}"
expo-00379,BİZİM MƏTBƏX,Azərbaycan,MEDİA,P118,InterFood Azerbaijan,2019,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""P118"", ""company_id"": ""5267"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}]}"
expo-00380,BİZNES DÜNYASI JURNALI,Azərbaycan,MEDİA,P104,BakuBuild,2022,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""P104"", ""company_id"": """", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2022""}]}"
expo-00381,BİZNES TV,Azərbaycan,MEDİA,2M068 | 2M540 | M132,BakuBuild | Caspian Agro Week | Caspian Oil & Gas | InterFood Azerbaijan | TransLogistica Caspian,2025 | 2026,5,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""2M540"", ""company_id"": ""347163"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""347163"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""2M068"", ""company_id"": ""347163"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""347163"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""M132"", ""company_id"": ""347163"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00382,BLACKROCK ENERGY AND İNFRASTRUCTURE MMC,Azərbaycan,MEDİA,1C134,Caspian Oil & Gas,2026,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""1C134"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}]}"
expo-00383,BLACKWELL LLC,Azərbaycan,MEDİA,2C203,Caspian Oil & Gas,2024,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2C203"", ""company_id"": ""314010"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}]}"
expo-00384,BM SUPPLY COMPANY,Azərbaycan,TƏRƏFDAŞLAR,2B006,BakuBuild,2025,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2025"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""2B006"", ""company_id"": ""333821"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2025""}]}"
expo-00385,BMT-NİN ƏRZAQ VƏ KƏND TƏSƏRRÜFATI TƏŞKILATI (FAO),Azərbaycan,MEDİA | NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,,Caspian Agro Week | InterFood Azerbaijan,2024 | 2025,4,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""5490"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2025"", ""category"": ""NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ"", ""stand"": ""-"", ""company_id"": ""5490"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""5490"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""5490"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2025""}]}"
expo-00386,BOGAERTS,Azərbaycan,MEDİA,1A110-14,Caspian Agro Week,2023,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""1A110-14"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}]}"
expo-00387,BOHNENKAMP MMC,Azərbaycan,TƏRƏFDAŞ,2A230,Caspian Agro Week,2026,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞ"", ""stand"": ""2A230"", ""company_id"": ""333886"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00388,BOL AGRO,Azərbaycan,AZERA HOLDING,2A110-3,Caspian Agro Week,2026,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""AZERA HOLDING"", ""stand"": ""2A110-3"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00389,BOOKS BY BAHRAM,Azərbaycan,MEDİA,2M035 | 2M546 | 4M019 | M108,BakuBuild | Caspian Agro Week | Caspian Oil & Gas | InterFood Azerbaijan,2023 | 2024 | 2025 | 2026,7,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""7840"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""2M546"", ""company_id"": """", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""4M019"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2M035"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": ""7840"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""M108"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
