id,company_name,country,category,stand,exhibition_site,exhibition_label,exhibition_year,exhibition_id,company_id,source_url
expo-raw-001390,AZERBAİJAN TODAY SAYTI,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7454,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001391,AZERBAİJAN TODAY SAYTI,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7454,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001392,CBC AZƏRBAYCАN,Azərbaycan,MEDİA,P118,securexcaspian,Securex Caspian,2022,209,7622,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001393,FİNEKO AİA,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,4266,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001394,REAL TV,Azərbaycan,MEDİA,P112,securexcaspian,Securex Caspian,2022,209,7450,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001395,REAL TV,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7450,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001396,NAVİGATOR.AZ,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001397,POLİQON JURNALI,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7449,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001398,POLİQON JURNALI,Azərbaycan,MEDİA,P114,securexcaspian,Securex Caspian,2022,209,7449,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001399,SALAMNEWS İNFORMASİYA AGENTLİYİ,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,4267,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001400,SALAMNEWS İNFORMASİYA AGENTLİYİ,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,4267,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001401,TURKİSH DEFENCE INDUSTRY XƏBƏR SAYTI,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7444,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001402,A2Z TECHNOLOGIES QSC,Azərbaycan,MEDİA,A3104,securexcaspian,Securex Caspian,2022,209,,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001403,A2Z TECHNOLOGIES QSC,Azərbaycan,MEDİA,A3104,securexcaspian,Securex Caspian,2022,209,6981,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001404,AQREQAT İSTEHSALAT BİRLİYİ,Azərbaycan,MEDİA,A3202-2,securexcaspian,Securex Caspian,2022,209,6426,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001405,AZƏRBAYCAN HƏRB TARİXİ MUZEYİ,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7580,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001406,AZƏRBAYCAN RESPUBLİKASI MÜDAFİƏ SƏNAYESİ NAZİRLİYİ,Azərbaycan,MEDİA,A1106/A3202/A4002,securexcaspian,Securex Caspian,2022,209,6031,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001407,AZƏRBAYCAN RESPUBLİKASININ KOSMİK AGENTLİYİ (AZƏRKOSMOS),Azərbaycan,MEDİA,A1008,securexcaspian,Securex Caspian,2022,209,7525,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001408,AZƏRBAYCAN RESPUBLİKASININ MİNATƏMİZLƏMƏ AGENTLİYİ (ANAMA),Azərbaycan,MEDİA,A2054,securexcaspian,Securex Caspian,2022,209,6562,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001409,AZƏRSUN HOLDİNQ MMC,Azərbaycan,MEDİA,A2051,securexcaspian,Securex Caspian,2022,209,6049,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001410,BEETALKER GMBH,Azərbaycan,MEDİA,S1044,securexcaspian,Securex Caspian,2022,209,7531,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001411,CİHAZ ISTEHSALAT BİRLİYİ,Azərbaycan,MEDİA,A3202-3,securexcaspian,Securex Caspian,2022,209,6421,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001412,DISTECHSOL MMC,Azərbaycan,MEDİA,S2030,securexcaspian,Securex Caspian,2022,209,7354,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001413,GREENWICH TRAVEL CLUB,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,4816,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001414,GREENWICH TRAVEL CLUB,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,4816,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001415,HAVA HÜCUMUNDAN MÜDAFİƏ SİLAHLARININ VƏ HƏRBİ TEXNİKALARININ SERVİS XİDMƏTİ MMC,Azərbaycan,MEDİA,A4014,securexcaspian,Securex Caspian,2022,209,6025,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001416,HIKVISION AZERBAIJAN MMC,Azərbaycan,MEDİA,S1006,securexcaspian,Securex Caspian,2022,209,6966,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001417,HILTON BAKU,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7045,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001418,HILTON BAKU,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7045,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001419,IMPROTEX INDUSTRIES MMC,Azərbaycan,MEDİA,A2410,securexcaspian,Securex Caspian,2022,209,4710,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001420,MÜDAFİƏ SƏNAYESİ NAZİRLİYİNİN ELMİ-TƏDQİQAT İNSTİTUTU,Azərbaycan,MEDİA,A3202-5,securexcaspian,Securex Caspian,2022,209,6923,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001421,MİLLİ AEROKOSMİK AGENTLİYİ (MAKA),Azərbaycan,MEDİA,A3202-6,securexcaspian,Securex Caspian,2022,209,6924,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001422,MƏRKƏZİ TƏMİNAT VƏ MARKETİNQ İDARƏSİ,Azərbaycan,MEDİA,A1106-1,securexcaspian,Securex Caspian,2022,209,,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001423,OPTİKA-MEXANİKA İSTEHSALAT BİRLİYİ,Azərbaycan,MEDİA,A3202-1,securexcaspian,Securex Caspian,2022,209,6922,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001424,SAKURAZ MMC,Azərbaycan,MEDİA,S1005,securexcaspian,Securex Caspian,2022,209,6948,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001425,SMART SECURITY MMC,Azərbaycan,MEDİA,S2036,securexcaspian,Securex Caspian,2022,209,6952,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001426,SMART STYLE MMC,Azərbaycan,MEDİA,A2008,securexcaspian,Securex Caspian,2022,209,6460,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001427,SYNAPLİNE TECHNOLOGİES LLC,Azərbaycan,MEDİA,A2112-2,securexcaspian,Securex Caspian,2022,209,7495,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001428,VITTA ELMİ-TEXNİKİ MMC,Azərbaycan,MEDİA,A2112,securexcaspian,Securex Caspian,2022,209,6210,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001429,ZKTECO AZERBAİJAN,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,7344,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001430,ÜFÜQ İSTEHSALAT BİRLİYİ,Azərbaycan,MEDİA,A3202-4,securexcaspian,Securex Caspian,2022,209,6427,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001431,ŞƏRQ İSTEHSALAT BİRLİYİ,Azərbaycan,MEDİA,A3202-7,securexcaspian,Securex Caspian,2022,209,6422,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001432,“CASPİAN” YÜK DAŞIMA XİDMƏTLƏRİ,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2022,209,,https://securexcaspian.az/az/exhibitors-list/year/2022
expo-raw-001433,ALP.AZ,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001434,ASAN RADİO 100 FM,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4258,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001435,ASAN RADİO 100 FM,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4258,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001436,AZƏRTAC,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4259,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001437,BUSİNESS TİME JURNALI,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,273808,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001438,CASPIAN ENERGY CLUB,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4932,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001439,FIRST NEWS İNFORMASİYA AGENTLİYİ MMC,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4265,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001440,FİNEKO AİA,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4266,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001441,POLİQON JURNALI,Azərbaycan,MEDİA,5M013,securexcaspian,Securex Caspian,2024,358,7449,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001442,ASELSAN,Azərbaycan,MEDİA,6A523,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001443,"""AZƏRSILAH"" MÜDAFIƏ SƏNAYESI HOLDINQI - QAPALI SƏHMDAR CƏMIYYƏTI",Azərbaycan,MEDİA,1A120,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001444,"""AZƏRSILAH"" MÜDAFIƏ SƏNAYESI HOLDINQI - QAPALI SƏHMDAR CƏMIYYƏTI",Azərbaycan,MEDİA,6A500,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001445,"""AZƏRSILAH"" MÜDAFIƏ SƏNAYESI HOLDINQI - QAPALI SƏHMDAR CƏMIYYƏTI",Azərbaycan,MEDİA,3A130,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001446,"""Q-STP"" MMC",Azərbaycan,MEDİA,2A230,securexcaspian,Securex Caspian,2024,358,310577,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001447,3E AZERBAIJAN LLC,Azərbaycan,MEDİA,3A011,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001448,ADT GROUP,Azərbaycan,MEDİA,4A012,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001449,AE UNİON MMC,Azərbaycan,MEDİA,4S021,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001450,APA GROUP,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001451,AZ TV,Azərbaycan,MEDİA,5M014,securexcaspian,Securex Caspian,2024,358,325185,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001452,AZEXPOMONTAGE,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4283,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001453,AZƏRBAYCAN RESPUBLIKASININ MÜDAFİƏ NAZIRLIYI,Azərbaycan,MEDİA,4A110,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001454,AZƏRBAYCAN RESPUBLIKASININ MÜDAFİƏ NAZIRLIYI,Azərbaycan,MEDİA,6A526,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001455,AZƏRBAYCAN RESPUBLİKASI XÜSUSİ RABİTƏ VƏ İNFORMASİYA TƏHLÜKƏSİZLİYİ DÖVLƏT XİDMƏTİ,Azərbaycan,MEDİA,3S006,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001456,AZƏRBAYCAN RESPUBLİKASININ KOSMİK AGENTLİYİ (AZƏRKOSMOS),Azərbaycan,MEDİA,1A006,securexcaspian,Securex Caspian,2024,358,7525,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001457,AZƏRBAYCAN RESPUBLİKASININ MİNATƏMİZLƏMƏ AGENTLİYİ (ANAMA),Azərbaycan,MEDİA,2A002,securexcaspian,Securex Caspian,2024,358,324710,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001458,AZƏRSUN,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001459,AZƏRBAYCAN RESPUBLIKASI MÜDAFIƏ NAZIRLIYI,Azərbaycan,MEDİA,4A210,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001460,AZƏRBAYCAN RESPUBLIKASININ MÜDAFIƏ SƏNAYESI NAZIRLIYI,Azərbaycan,MEDİA,3A010,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001461,BAFCO,Azərbaycan,MEDİA,4A022-1,securexcaspian,Securex Caspian,2024,358,326314,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001462,BAKI AYAQQABI FABRİKİ ASC,Azərbaycan,MEDİA,4A015,securexcaspian,Securex Caspian,2024,358,325253,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001463,BAKU EXPO CENTER,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001464,BIMEXTECH,Azərbaycan,MEDİA,2A041,securexcaspian,Securex Caspian,2024,358,324721,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001465,DAHUA TECHNOLOGY AZERBAIJAN,Azərbaycan,MEDİA,1A004,securexcaspian,Securex Caspian,2024,358,310844,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001466,DEFENCE STAR,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001467,DISTECHSOL MMC,Azərbaycan,MEDİA,2S034,securexcaspian,Securex Caspian,2024,358,310148,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001468,FNK SERVICES AND CONSULTING LLC,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001469,FNK SERVICES AND CONSULTING LLC,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001470,GREENWICH TRAVEL CLUB,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,4816,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001471,GROUND TECHNICAL SUPPORT,Azərbaycan,MEDİA,1А003-1,securexcaspian,Securex Caspian,2024,358,324911,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001472,GİLTEX MMC,Azərbaycan,MEDİA,4A022,securexcaspian,Securex Caspian,2024,358,325287,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001473,HIKVISION AZERBAIJAN MMC,Azərbaycan,MEDİA,1A152,securexcaspian,Securex Caspian,2024,358,6966,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001474,I LOVE BAKU,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001475,IBIS BAKU CITY,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,301276,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001476,IMPROTEX INDUSTRIES MMC,Azərbaycan,MEDİA,2A450,securexcaspian,Securex Caspian,2024,358,4710,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001477,OTTIMO TOOLS AND TECHNOLOGIES MMC,Azərbaycan,MEDİA,5A009,securexcaspian,Securex Caspian,2024,358,324875,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001478,RADISSON HOTEL BAKU,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001479,SUMQAYIT TECHNOLOGIES PARK,Azərbaycan,MEDİA,2A330,securexcaspian,Securex Caspian,2024,358,324778,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001480,SUMQAYIT TEXNOLOGİYALAR PARKI MMC,Azərbaycan,MEDİA,6A514,securexcaspian,Securex Caspian,2024,358,311817,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001481,TAM ADVISORY,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001482,TECHNOIL MMC,Azərbaycan,MEDİA,2A030,securexcaspian,Securex Caspian,2024,358,310696,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001483,VİTTA ELMİ-TEXNİKİ MMC,Azərbaycan,MEDİA,1A043,securexcaspian,Securex Caspian,2024,358,313736,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001484,XÜSUSİ RABİTƏ VƏ İNFORMASİYA TƏHLÜKƏSİZLİYİ DÖVLƏT XİDMƏTİ,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001485,“ATƏŞGAH” SIĞORTA ŞIRKƏTI ASC,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001486,“CASPIAN” YÜK DAŞIMA XIDMƏTLƏRI,Azərbaycan,MEDİA,-,securexcaspian,Securex Caspian,2024,358,,https://securexcaspian.az/az/exhibitors-list/year/2024
expo-raw-001487,"""RD SMART"" QAPALI SAHMDAR CAMIYYATI",Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001488,4IG SPACE AND DEFENCE TECHNOLOGIES PLC.,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001489,ABSHERON HOTEL GROUP,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001490,ABSHERON HOTEL GROUP,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001491,AZ-TEX-İMPORT MMC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,353135,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001492,AZEL SYSTEMS,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001493,AZƏRBAYCAN RESPUBLİKASI MÜDAFİƏ SƏNAYESİ NAZİRLİYİ,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,6031,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001494,AZƏRBAYCAN RESPUBLİKASININ MİNATƏMİZLƏMƏ AGENTLİYİ (ANAMA),Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,352754,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001495,BILBORD.AL,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,345787,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001496,BILBORD.AL,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,345787,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001497,BIMEXTECH,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,352317,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001498,CASPIAN EVENT ORGANISERS,Azərbaycan,,A212,securexcaspian,Securex Caspian,2026,438,352861,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001499,HILTON GARDEN INN BAKU,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,336561,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001500,IBIS BAKU CITY,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,301276,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001501,ITX MOTORS,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,352401,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001502,KFA FUARCILIK,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001503,MAKINE VE KIMYA ENDUSTRISI,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001504,MEGASEC LLC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,352936,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001505,RADİSSON HOTEL BAKU,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,313569,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001506,RD SMART ASC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,352033,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001507,RYNEX SOLUTIONS MMC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,358498,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001508,SENS MMC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001509,SMART SAFETY,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001510,SYNAPLINE TECHNOLOGİES,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001511,USH GROUP,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001512,VEKTORDS,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,359915,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001513,VLAND SYSTEMS MMC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,352945,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001514,XÜSUSI RABITƏ VƏ İNFORMASIYA TƏHLÜKƏSIZLIYI DÖVLƏT XIDMƏTI,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001515,ZE-TRONIKS QSC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,352074,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001516,«ELEKTRONSTANDART-PRIBOR-AZƏRBAYCAN» MMC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001517,“MIRAS HƏRBI SƏNAYE ŞIRKƏTI” MMC,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001518,QA TEST EXHİBİTOR,Azərbaycan,,-,securexcaspian,Securex Caspian,2026,438,,https://securexcaspian.az/az/exhibitors-list/year/2026
expo-raw-001519,1 NEWS İNFORMASİYA AGENTLİYİ MMC,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,4265,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001520,ASAN RADİO 100 FM,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,4258,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001521,AZEXPORT.AZ,Azərbaycan,MEDİA,P108,translogistica,TransLogistica Caspian,2019,174,4382,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001522,AZƏRBAYCAN DƏMİRYOLÇUSU,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,5450,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001523,AZƏRBAYCAN TÜRKİYƏ İŞ ADAMLARI BİRLİYİ (ATIB),Azərbaycan,MEDİA,P116,translogistica,TransLogistica Caspian,2019,174,4366,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001524,AZƏRTAC,Azərbaycan,MEDİA,P106,translogistica,TransLogistica Caspian,2019,174,4259,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001525,BAKUCİTY.AZ,Azərbaycan,MEDİA,P110,translogistica,TransLogistica Caspian,2019,174,4829,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001526,BAKUİNFORM.AZ İNFO PORTAL,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,4260,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001527,BIZNESINFO.AZ,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,4256,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001528,BOUTİQUE BAKU JURNALI,Azərbaycan,MEDİA,P120,translogistica,TransLogistica Caspian,2019,174,4294,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001529,BAGCAM.AZ,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001530,CASPIAN ENERGY CLUB,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,4932,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001531,CASPIAN ENERGY INTERNATIONAL MEDIA GROUP,Azərbaycan,MEDİA,P118,translogistica,TransLogistica Caspian,2019,174,4364,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001532,DENİZXEBER.AZ,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,5451,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001533,DİZEL.AZ,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,5280,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001534,FACEMARK.AZ,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,4261,https://translogistica.az/az/exhibitors-list/year/2019
expo-raw-001535,FİNEKO AİA,Azərbaycan,MEDİA,-,translogistica,TransLogistica Caspian,2019,174,4266,https://translogistica.az/az/exhibitors-list/year/2019
