id,company_name,country,category,stand,exhibition_site,exhibition_label,exhibition_year,exhibition_id,company_id,source_url
expo-raw-000690,ATS AGRO,Azərbaycan,MURMANSK VİLAYETİ,1F360-6,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000691,ATS FEED,Azərbaycan,MURMANSK VİLAYETİ,1F360-5,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000692,ATS FOOD,Azərbaycan,MURMANSK VİLAYETİ,1F360-2,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000693,ATS GROUP,Azərbaycan,MURMANSK VİLAYETİ,1F360-1,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000694,ATS SOYA,Azərbaycan,MURMANSK VİLAYETİ,1F360-4,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000695,AZERSUN HOLDING,Azərbaycan,MURMANSK VİLAYETİ,1F120/1F130,interfood,InterFood Azerbaijan,2023,239,6050,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000696,AZGRANATA MMC,Azərbaycan,MURMANSK VİLAYETİ,1F350,interfood,InterFood Azerbaijan,2023,239,4650,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000697,AZPLASTTECH MMC,Azərbaycan,MURMANSK VİLAYETİ,4F214,interfood,InterFood Azerbaijan,2023,239,273355,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000698,AZSAFFRON,Azərbaycan,MURMANSK VİLAYETİ,1F042-11,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000699,AZƏRBAYCAN KAĞIZ VƏ KARTON İSTEHSALI KOMBİNATI MMC,Azərbaycan,MURMANSK VİLAYETİ,1F262,interfood,InterFood Azerbaijan,2023,239,7748,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000700,AZƏRBAYCAN QİDA VƏ İÇKİ SƏNAYEÇİLƏRİ ASSOSİASİYASI,Azərbaycan,MURMANSK VİLAYETİ,-,interfood,InterFood Azerbaijan,2023,239,6521,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000701,AZƏRBAYCAN RESPUBLİKASI SAHİBKARLAR (İŞƏGÖTÜRƏNLƏR) TƏŞKİLATLARI MİLLİ KONFEDERASİYASI,Azərbaycan,MURMANSK VİLAYETİ,3F011,interfood,InterFood Azerbaijan,2023,239,4292,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000702,AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİ SAHİBKARLIĞIN İNKİŞAFI FONDU,Azərbaycan,MURMANSK VİLAYETİ,1F028,interfood,InterFood Azerbaijan,2023,239,7051,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000703,AZƏRBAYCAN RESPUBLİKASININ KİÇİK VƏ ORTA BİZNESİN İNKİŞAFI AGENTLİYİ,Azərbaycan,MURMANSK VİLAYETİ,1F042,interfood,InterFood Azerbaijan,2023,239,4316,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000704,AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ,Azərbaycan,MURMANSK VİLAYETİ,-,interfood,InterFood Azerbaijan,2023,239,5062,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000705,AZƏRBAYCAN RESPUBLİKASININ İXRACIN VƏ İNVESTİSİYALARIN TƏŞVİQİ AGENTLİYİ (AZPROMO),Azərbaycan,MURMANSK VİLAYETİ,-,interfood,InterFood Azerbaijan,2023,239,4289,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000706,BAKI TEKSTIL FABRIKI MMC,Azərbaycan,MURMANSK VİLAYETİ,2F072,interfood,InterFood Azerbaijan,2023,239,273187,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000707,BAGCAM.AZ,Azərbaycan,MURMANSK VİLAYETİ,-,interfood,InterFood Azerbaijan,2023,239,4303,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000708,CAHAN TABAK BEYNƏLXALQ MMC,Azərbaycan,MURMANSK VİLAYETİ,2F002,interfood,InterFood Azerbaijan,2023,239,4656,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000709,CAN-PA MMC,Azərbaycan,MURMANSK VİLAYETİ,1F254,interfood,InterFood Azerbaijan,2023,239,4647,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000710,CEYLON FRESH TEAS PVT LTD,Azərbaycan,MURMANSK VİLAYETİ,1F032,interfood,InterFood Azerbaijan,2023,239,4730,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000711,FOSTANPAK,Azərbaycan,MURMANSK VİLAYETİ,1F014,interfood,InterFood Azerbaijan,2023,239,4657,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000712,GREENWICH TRAVEL CLUB,Azərbaycan,MURMANSK VİLAYETİ,-,interfood,InterFood Azerbaijan,2023,239,4816,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000713,KUFAR INDUSTRIES,Azərbaycan,MURMANSK VİLAYETİ,2F242-1,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000714,LƏZZƏT QİDA SENAYƏ MMC,Azərbaycan,MURMANSK VİLAYETİ,1F264,interfood,InterFood Azerbaijan,2023,239,6249,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000715,ŞİRVAN ŞƏRABLARI MMC,Azərbaycan,MURMANSK VİLAYETİ,2F142,interfood,InterFood Azerbaijan,2023,239,5301,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000716,PAN COFFEE,Azərbaycan,MURMANSK VİLAYETİ,1F042-3,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000717,PAPITO,Azərbaycan,MURMANSK VİLAYETİ,1F042-7,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000718,SHIRVAN AGRO,Azərbaycan,MURMANSK VİLAYETİ,2F142-2,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000719,SQUAD POND FISH FOOD,Azərbaycan,MURMANSK VİLAYETİ,1F042-6,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000720,TAMĞA,Azərbaycan,MURMANSK VİLAYETİ,1F042-9,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000721,TECHNOPRO MMC,Azərbaycan,MURMANSK VİLAYETİ,1F042-5,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000722,XARIBÜLBÜL İNŞAAT MMC,Azərbaycan,MURMANSK VİLAYETİ,1F042-12,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000723,ÖZTURAN QRUP ŞIRKƏTI,Azərbaycan,MURMANSK VİLAYETİ,1F042-2,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000724,İLĞIM,Azərbaycan,MURMANSK VİLAYETİ,1F042-1,interfood,InterFood Azerbaijan,2023,239,,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000725,İTALİYA TICARƏT AGENTLİYİ (ICE),Azərbaycan,MURMANSK VİLAYETİ,3F220,interfood,InterFood Azerbaijan,2023,239,8044,https://interfood.az/az/exhibitors-list/year/2023
expo-raw-000726,1 NEWS İNFORMASİYA AGENTLİYİ MMC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000727,ASAN RADİO 100 FM,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000728,AZƏRTAC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000729,BAKU GUİDE© SİNCE 1996,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000730,BAKU.NEWS,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,313534,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000731,BOOKSBYBAHRAM,Azərbaycan,MEDİA,4M019,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000732,BUSİNESS TİME JURNALI,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,273808,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000733,CASPİAN ENERGY CLUB,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000734,FİNEKO AİA,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000735,ROCKVELL.COM,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,278897,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000736,VİSİON TV AZƏRBAYCAN,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,313538,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000737,İTİCKET.AZ LLC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000738,ABSHERON OLİVE GARDEN MMC,Azərbaycan,MEDİA,2F142,interfood,InterFood Azerbaijan,2024,385,310833,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000739,ABSHERON SAFFRON LTD,Azərbaycan,MEDİA,1F015,interfood,InterFood Azerbaijan,2024,385,5467,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000740,APA GROUP,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000741,ATA PACK MMC,Azərbaycan,MEDİA,2F004,interfood,InterFood Azerbaijan,2024,385,279152,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000742,AZGRANATA MMC,Azərbaycan,MEDİA,1F350,interfood,InterFood Azerbaijan,2024,385,4650,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000743,AZƏRBAYCAN KAĞIZ VƏ KARTON İSTEHSALI KOMBİNATI MMC,Azərbaycan,MEDİA,2F120,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000744,AZƏRBAYCAN QİDA VƏ İÇKİ SƏNAYEÇİLƏRİ ASSOSİASİYASI,Azərbaycan,MEDİA,3F017,interfood,InterFood Azerbaijan,2024,385,6521,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000745,AZƏRBAYCAN RESPUBLİKASI SAHİBKARLAR (İŞƏGÖTÜRƏNLƏR) TƏŞKİLATLARI MİLLİ KONFEDERASİYASI,Azərbaycan,MEDİA,4A032,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000746,AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİ SAHİBKARLIĞIN İNKİŞAFI FONDU,Azərbaycan,MEDİA,2F013,interfood,InterFood Azerbaijan,2024,385,7051,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000747,AZƏRBAYCAN RESPUBLİKASININ KİÇİK VƏ ORTA BİZNESİN İNKİŞAFI AGENTLİYİ,Azərbaycan,MEDİA,1F042,interfood,InterFood Azerbaijan,2024,385,4316,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000748,AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ,Azərbaycan,MEDİA,3A110,interfood,InterFood Azerbaijan,2024,385,5062,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000749,AZƏRBAYCAN RESPUBLİKASININ QİDA TƏHLÜKƏSİZLİYİ AGENTLİYİ,Azərbaycan,MEDİA,1F160/5F141,interfood,InterFood Azerbaijan,2024,385,5119,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000750,AZƏRBAYCAN RESPUBLİKASININ İXRACIN VƏ İNVESTİSİYALARIN TƏŞVİQİ AGENTLİYİ (AZPROMO),Azərbaycan,MEDİA,4F320,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000751,AZƏRBAYCAN SƏRGİ TƏŞKİLATÇILARI ASSOSİASİYASI,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,301259,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000752,AZƏRSUN HOLDİNQ MMC,Azərbaycan,MEDİA,1F120/1F130,interfood,InterFood Azerbaijan,2024,385,6049,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000753,AZƏRSUN HOLDİNQ MMC 2,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000754,BAKU EXPO CENTER,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000755,BAYRAMLI GROUP MMC,Azərbaycan,MEDİA,3F321,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000756,BESTİNG MMC,Azərbaycan,MEDİA,2F131,interfood,InterFood Azerbaijan,2024,385,310492,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000757,BMT-NİN ƏRZAQ VƏ KƏND TƏSƏRRÜFATI TƏŞKILATI (FAO),Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,5490,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000758,BORTOLOTTI SALUMI,Azərbaycan,MEDİA,2A330-7..,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000759,CAN-PA MMC,Azərbaycan,MEDİA,1F256,interfood,InterFood Azerbaijan,2024,385,4647,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000760,FNK SERVICES AND CONSULTING LLC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000761,FOAM SOLUTİONS MMC,Azərbaycan,MEDİA,2F012,interfood,InterFood Azerbaijan,2024,385,308487,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000762,FOOD PACKİNG MMC,Azərbaycan,MEDİA,2F075,interfood,InterFood Azerbaijan,2024,385,303180,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000763,FOSTANPAK,Azərbaycan,MEDİA,1F352,interfood,InterFood Azerbaijan,2024,385,4657,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000764,GREENWİCH TRAVEL CLUB,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,4816,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000765,HYATT REGENCY BAKU,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000766,KUFAR INDUSTRIES,Azərbaycan,MEDİA,2F242-1,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000767,LILAC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000768,LƏZZƏT QRUP,Azərbaycan,MEDİA,1F242,interfood,InterFood Azerbaijan,2024,385,6249,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000769,ŞİRVAN ŞƏRABLARI MMC,Azərbaycan,MEDİA,2F142-2,interfood,InterFood Azerbaijan,2024,385,5301,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000770,NAXÇIVAN MUXTAR RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ,Azərbaycan,MEDİA,3F330,interfood,InterFood Azerbaijan,2024,385,313540,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000771,QIZIL SHAH,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000772,RADİSSON HOTEL BAKU,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,313113,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000773,SUN FOOD,Azərbaycan,MEDİA,2F120-1,interfood,InterFood Azerbaijan,2024,385,7748,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000774,TAM ADVİSORY,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,310117,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000775,XO YUPEKCHİ,Azərbaycan,MEDİA,2F062,interfood,InterFood Azerbaijan,2024,385,310099,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000776,ÜMID YERI UŞAQ SIĞINACAĞI,Azərbaycan,MEDİA,4M020,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000777,İBİS BAKU CİTY,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,301276,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000778,ŞƏKİ ŞƏRAB MMC,Azərbaycan,MEDİA,2F358,interfood,InterFood Azerbaijan,2024,385,302100,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000779,“ATƏŞGAH” SIĞORTA ŞIRKƏTI ASC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000780,“CASPIAN” YÜK DAŞIMA XIDMƏTLƏRI,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2024,385,,https://interfood.az/az/exhibitors-list/year/2024
expo-raw-000781,ASAN RADİO 100 FM,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2025,419,4258,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000782,AZƏRBAYCAN TÜRKİYƏ İŞ ADAMLARI BİRLİYİ (ATIB),Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2025,419,4366,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000783,AZƏRTAC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2025,419,4259,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000784,CASPIAN ENERGY INTERNATIONAL MEDIA GROUP,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2025,419,4364,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000785,FINEKO AIA,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2025,419,4266,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000786,FIRST NEWS İNFORMASİYA AGENTLİYİ MMC,Azərbaycan,MEDİA,-,interfood,InterFood Azerbaijan,2025,419,4265,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000787,RMG STUDIO MMC,Azərbaycan,MEDİA,M114,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000788,BABƏK SIRAB ASC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-3,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000789,BADAMLI MINERAL SULAR MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-2,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000790,BAYRAMLI GROUP MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-12,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000791,CAHAN TOBACCO INTERNATIONAL MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-10,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000792,LƏZZƏT BISKVIT VƏ ŞOKOLAD FABRIKI,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-5,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000793,LƏZZƏT BROYLER MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-6,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000794,LƏZZƏT GROUP,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-1,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000795,LƏZZƏT KAĞIZ MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-7,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000796,LƏZZƏT KONSERV MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-8,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000797,LƏZZƏT NAXÇIVAN ŞƏRAB MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-9,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000798,LƏZZƏT QIDA MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-4,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000799,NAXÇIVAN MUXTAR RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100,interfood,InterFood Azerbaijan,2025,419,313540,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000800,PRESTIJ NAXÇIVAN PIVƏSI MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F100-11,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000801,ABSHERON OLIVE GARDEN MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,2F142,interfood,InterFood Azerbaijan,2025,419,310833,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000802,AGROSTAR.AZ,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F040-5,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000803,AHİMSA MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F040-3,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000804,APIAZ MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F102-4,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000805,AQROPAT MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F202-2,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000806,ATA PACK MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F262,interfood,InterFood Azerbaijan,2025,419,279152,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000807,AZERSUN,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F130,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000808,AZƏRBAYCAN KAĞIZ VƏ KARTON İSTEHSALI KOMBİNATI MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,2F120,interfood,InterFood Azerbaijan,2025,419,7992,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000809,AZƏRBAYCAN QİDA VƏ İÇKİ SƏNAYEÇİLƏRİ ASSOSİASİYASI,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F202,interfood,InterFood Azerbaijan,2025,419,6521,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000810,AZƏRBAYCAN RESPUBLİKASI SAHİBKARLAR (İŞƏGÖTÜRƏNLƏR) TƏŞKİLATLARI MİLLİ KONFEDERASİYASI,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F005,interfood,InterFood Azerbaijan,2025,419,4292,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000811,AZƏRBAYCAN RESPUBLİKASININ KİÇİK VƏ ORTA BİZNESİN İNKİŞAFI AGENTLİYİ,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F040,interfood,InterFood Azerbaijan,2025,419,4316,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000812,AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,-,interfood,InterFood Azerbaijan,2025,419,5062,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000813,AZƏRBAYCAN RESPUBLİKASININ QİDA TƏHLÜKƏSİZLİYİ AGENTLİYİ,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,-,interfood,InterFood Azerbaijan,2025,419,5119,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000814,AZƏRBAYCAN RESPUBLİKASININ İXRACIN VƏ İNVESTİSİYALARIN TƏŞVİQİ AGENTLİYİ (AZPROMO),Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,4F102,interfood,InterFood Azerbaijan,2025,419,4289,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000815,AZƏRBAYCAN SƏRGİ TƏŞKİLATÇILARI ASSOSİASİYASI,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,-,interfood,InterFood Azerbaijan,2025,419,301259,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000816,AZƏRSUN HOLDİNQ MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F120/1F130,interfood,InterFood Azerbaijan,2025,419,6049,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000817,BAKI POLİMER İSTEHSALAT MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,2F236,interfood,InterFood Azerbaijan,2025,419,334326,https://interfood.az/az/exhibitors-list/year/2025
expo-raw-000818,BELLEZZA GROUP MMC,Azərbaycan,NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ,1F040-2,interfood,InterFood Azerbaijan,2025,419,,https://interfood.az/az/exhibitors-list/year/2025
