id,name,entry_type,letter_group,org_kind,wikipedia_url,category_path,category_paths,found_in_category_url,source,source_url
gov-0118,Azərbaycan Respublikasının Təhsil İnstitutu,organization,,state_body,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_Respublikas%C4%B1n%C4%B1n_T%C9%99hsil_%C4%B0nstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0119,Aşqarlar Kimyası İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/A%C5%9Fqarlar_Kimyas%C4%B1_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > Aşqarlar Kimyası İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0120,Biofizika İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Biofizika_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Biofizika İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0121,Coğrafiya İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Co%C4%9Frafiya_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Coğrafiya İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0122,Dendrologiya İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Dendrologiya_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0123,Genetik Ehtiyatlar İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Genetik_Ehtiyatlar_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Genetik Ehtiyatlar İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0124,Geologiya İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Geologiya_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Geologiya və Geofizika İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0125,İnformasiya Texnologiyaları İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/%C4%B0nformasiya_Texnologiyalar%C4%B1_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > İnformasiya Texnologiyaları İnstitutu (Azərbaycan),https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0126,Kibernetika İnstitutu,organization,,state_body,https://az.wikipedia.org/wiki/Kibernetika_%C4%B0nstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > İdarəetmə Sistemləri İnstitutu (Azərbaycan),https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0127,Kimya İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Kimya_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0128,Molekulyar Biologiya İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Molekulyar_Biologiya_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0129,Molekulyar Biologiya və Biotexnologiyalar İnstitutu,organization,,state_body,https://az.wikipedia.org/wiki/Molekulyar_Biologiya_v%C9%99_Biotexnologiyalar_%C4%B0nstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0130,Neft-Kimya Prosesləri İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Neft-Kimya_Prosesl%C9%99ri_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları | Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Neft-Kimya Prosesləri İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0131,Təhsil İşçilərinin Peşəkar İnkişafı İnstitutu,organization,,state_body,https://az.wikipedia.org/wiki/T%C9%99hsil_%C4%B0%C5%9F%C3%A7il%C9%99rinin_Pe%C5%9F%C9%99kar_%C4%B0nki%C5%9Faf%C4%B1_%C4%B0nstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Elm_v%C9%99_T%C9%99hsil_Nazirliyinin_institut_v%C9%99_t%C9%99%C5%9Fkilatlar%C4%B1,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0132,Fizika İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Fizika_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Fizika İnstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Fizika İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAMEA_Fizika_%C4%B0nstitutu,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0133,Fiziologiya İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Fiziologiya_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Fiziologiya İnstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Fiziologiya İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAMEA_Fiziologiya_%C4%B0nstitutu,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0134,Polimer Materialları İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Polimer_Materiallar%C4%B1_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Polimer Materialları İnstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Polimer Materialları İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAMEA_Polimer_Materiallar%C4%B1_%C4%B0nstitutu,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0135,Radiasiya Problemləri İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Radiasiya_Probleml%C9%99ri_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Radiasiya Problemləri İnstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Radiasiya Problemləri İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAMEA_Radiasiya_Probleml%C9%99ri_%C4%B0nstitutu,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0136,Riyaziyyat və Mexanika İnstitutu,organization,,state_body,https://az.wikipedia.org/wiki/Riyaziyyat_v%C9%99_Mexanika_%C4%B0nstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Riyaziyyat və Mexanika İnstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Riyaziyyat və Mexanika İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAMEA_Riyaziyyat_v%C9%99_Mexanika_%C4%B0nstitutu,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0137,Torpaqşünaslıq və Aqrokimya İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Torpaq%C5%9F%C3%BCnasl%C4%B1q_v%C9%99_Aqrokimya_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Torpaqşünaslıq və Aqrokimya İnstitutu,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > AMEA Torpaqşünaslıq və Aqrokimya İnstitutu,https://az.wikipedia.org/wiki/Kateqoriya%3AAMEA_Torpaq%C5%9F%C3%BCnasl%C4%B1q_v%C9%99_Aqrokimya_%C4%B0nstitutu,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0138,Botanika İnstitutu (Azərbaycan),organization,,state_body,https://az.wikipedia.org/wiki/Botanika_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > Botanika İnstitutu (Azərbaycan),Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > Botanika İnstitutu (Azərbaycan),https://az.wikipedia.org/wiki/Kateqoriya%3ABotanika_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0139,Lokallaşdırma xidmətləri,organization,,state_body,https://az.wikipedia.org/wiki/Lokalla%C5%9Fd%C4%B1rma_xidm%C9%99tl%C9%99ri,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > İnformasiya Texnologiyaları İnstitutu (Azərbaycan),Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Elm və Təhsil Nazirliyi > Azərbaycan Elm və Təhsil Nazirliyinin institut və təşkilatları > İnformasiya Texnologiyaları İnstitutu (Azərbaycan),https://az.wikipedia.org/wiki/Kateqoriya%3A%C4%B0nformasiya_Texnologiyalar%C4%B1_%C4%B0nstitutu_%28Az%C9%99rbaycan%29,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0140,Energetika Nazirliyi (Azərbaycan),organization,,ministry,https://az.wikipedia.org/wiki/Energetika_Nazirliyi_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Energetika Nazirliyi,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Energetika Nazirliyi,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_Energetika_Nazirliyi,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0141,Dövlət Yanğından Mühafizə Xidməti (Azərbaycan),organization,,state_service,https://az.wikipedia.org/wiki/D%C3%B6vl%C9%99t_Yan%C4%9F%C4%B1ndan_M%C3%BChafiz%C9%99_Xidm%C9%99ti_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_F%C3%B6vq%C9%99lad%C9%99_Hallar_Nazirliyi,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0142,Fövqəladə Hallar Nazirliyi (Azərbaycan),organization,,ministry,https://az.wikipedia.org/wiki/F%C3%B6vq%C9%99lad%C9%99_Hallar_Nazirliyi_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_F%C3%B6vq%C9%99lad%C9%99_Hallar_Nazirliyi,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0143,Fövqəladə Hallar Nazirliyinin Akademiyası (Azərbaycan),organization,,ministry,https://az.wikipedia.org/wiki/F%C3%B6vq%C9%99lad%C9%99_Hallar_Nazirliyinin_Akademiyas%C4%B1_%28Az%C9%99rbaycan%29,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_F%C3%B6vq%C9%99lad%C9%99_Hallar_Nazirliyi,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
gov-0144,Kiçikhəcmli Gəmilərə Nəzarət və Sularda Xilasetmə Dövlət Xidməti,organization,,state_service,https://az.wikipedia.org/wiki/Ki%C3%A7ikh%C9%99cmli_G%C9%99mil%C9%99r%C9%99_N%C9%99zar%C9%99t_v%C9%99_Sularda_Xilasetm%C9%99_D%C3%B6vl%C9%99t_Xidm%C9%99ti,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,Azərbaycanın dövlət təşkilatları > Azərbaycan nazirlikləri > Azərbaycan Fövqəladə Hallar Nazirliyi,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan_F%C3%B6vq%C9%99lad%C9%99_Hallar_Nazirliyi,az.wikipedia.org,https://az.wikipedia.org/wiki/Kateqoriya%3AAz%C9%99rbaycan%C4%B1n_d%C3%B6vl%C9%99t_t%C9%99%C5%9Fkilatlar%C4%B1
